User,TaskType,Selected_BS,CommDelay_s,Deadline_s,CPU_Time_s,Residual_Deadline_for_MH_s,OnTime_Under_MH
25,URLLC,sat1,2.4440564028031677e-05,5.795261947305255e-05,1.6962e-05,3.3512055445020876e-05,0
26,URLLC,sat1,1.4516094898206541e-05,6.504682403870386e-05,9.966e-06,5.053072914049732e-05,0
27,URLLC,sat1,2.365167902019961e-05,9.555587761794316e-05,1.5312e-05,7.190419859774355e-05,0
28,URLLC,sat1,2.351704594552863e-05,5.7556813208754814e-05,1.551e-05,3.403976726322618e-05,0
29,URLLC,sat1,2.174779332412654e-05,5.346903359359346e-05,1.551e-05,3.1721240269466923e-05,0
30,URLLC,sat1,1.1126942499664966e-05,7.88671662738728e-05,7.92e-06,6.774022377420783e-05,1
31,URLLC,sat1,1.2428094893554003e-05,6.74460224157402e-05,8.514e-06,5.501792752218619e-05,0
32,URLLC,sat1,2.4729948906134878e-05,8.399409788245149e-05,1.7688e-05,5.9264148976316615e-05,0
33,URLLC,sat1,1.548092279403912e-05,5.9260221311144586e-05,1.1286e-05,4.3779298517105466e-05,0
34,URLLC,sat1,2.107926283702747e-05,6.280999885591698e-05,1.5114e-05,4.173073601888951e-05,0
35,URLLC,sat1,2.1001190863176993e-05,7.565327774180375e-05,1.5114e-05,5.4652086878626754e-05,0
36,URLLC,sat1,3.0092101892947295e-05,5.541243537317079e-05,2.1186e-05,2.5320333480223492e-05,0
37,URLLC,sat1,2.0241559317372956e-05,9.376156752501594e-05,1.4058e-05,7.352000820764298e-05,0
38,URLLC,sat1,2.8745503148084113e-05,8.358472675312772e-05,1.9998e-05,5.483922360504361e-05,0
39,URLLC,sat1,1.762429575189172e-05,8.20844837287154e-05,1.0758e-05,6.446018797682368e-05,0
40,URLLC,sat1,1.5042687240862884e-05,6.1003008095031696e-05,1.0956e-05,4.596032085416881e-05,0
41,URLLC,sat1,1.0786185362720585e-05,6.357799534037835e-05,6.864e-06,5.2791809977657763e-05,1
42,URLLC,sat1,2.8089094863322433e-05,6.838496085134081e-05,1.9734e-05,4.0295865988018375e-05,0
43,URLLC,sat1,1.187583016241081e-05,8.901003453636711e-05,8.514e-06,7.71342043739563e-05,1
44,URLLC,sat1,1.1317856680422395e-05,7.305049550949246e-05,7.92e-06,6.173263882907007e-05,1
45,URLLC,sat1,1.2433645564250134e-05,5.326726030604929e-05,8.25e-06,4.083361474179915e-05,1
46,URLLC,sat1,1.7657070147734942e-05,8.537138569040436e-05,1.2606e-05,6.771431554266941e-05,0
47,URLLC,sat1,2.4303980176769046e-05,5.275828926179372e-05,1.7292e-05,2.8454309085024677e-05,0
48,URLLC,sat1,1.4455960828930893e-05,9.253732130546006e-05,1.0296e-05,7.808136047652916e-05,0
49,URLLC,sat1,1.3317856888587943e-05,7.87096720615585e-05,9.636e-06,6.539181517297056e-05,0
50,URLLC,sat1,2.0765336322886497e-05,5.9436525782275673e-05,1.4256e-05,3.867118945938917e-05,0
51,URLLC,sat1,3.713882052213955e-05,7.93865942178753e-05,2.541e-05,4.224777369573576e-05,0
52,URLLC,sat1,1.941353059038677e-05,7.382950940994481e-05,1.353e-05,5.441597881955804e-05,0
53,URLLC,sat1,1.0039216634631146e-05,7.983083509318873e-05,7.26e-06,6.979161845855758e-05,1
54,URLLC,sat1,1.0896190189133885e-05,7.883302132478736e-05,7.92e-06,6.793683113565347e-05,1
55,URLLC,sat1,1.747563370252859e-05,9.05600181222835e-05,1.1352e-05,7.30843844197549e-05,0
56,URLLC,sat1,1.2589333292659086e-05,8.132914272660284e-05,8.976e-06,6.873980943394376e-05,0
57,URLLC,sat1,1.9636346015255507e-05,7.058123491630605e-05,1.2936e-05,5.094488890105054e-05,0
58,URLLC,sat1,2.473515531528712e-05,8.503817347245649e-05,1.7952e-05,6.030301815716937e-05,0
59,URLLC,sat1,2.318824962466583e-05,8.263682802684799e-05,1.5972e-05,5.944857840218216e-05,0
60,URLLC,sat1,3.354687412242908e-05,9.803128599508576e-05,2.2968e-05,6.448441187265668e-05,0
