User,TaskType,Selected_BS_List,CommDelay_s,CloudCompletion_SPTF_s,TotalDelay_s,Deadline_s
1,eMBB,6G_1 + WiFi_2,0.01153212530177853,0.007563034285714285,0.019095159587492815,2.0
2,eMBB,6G_1 + WiFi_4,0.015712387531580482,0.17236677857142857,0.18807916610300907,2.0
3,eMBB,6G_1 + WiFi_1,0.014453938408745539,0.12750106285714286,0.1419550012658884,2.0
4,eMBB,6G_1 + WiFi_2,0.01532895258439695,0.1422285857142857,0.15755753829868266,2.0
5,eMBB,6G_1 + WiFi_4,0.011640789741056723,0.0037686471428571428,0.015409436883913866,2.0
6,eMBB,6G_1 + WiFi_2,0.015158048908094248,0.15721360285714284,0.17237165176523708,2.0
7,eMBB,6G_1 + WiFi_1,0.01677055116982218,0.2460917957142857,0.26286234688410787,2.0
8,eMBB,6G_1 + WiFi_2,0.013264812658252054,0.08095725000000001,0.09422206265825206,2.0
9,eMBB,6G_1 + WiFi_2,0.016774165255985768,0.24058414285714283,0.2573583081131286,2.0
10,eMBB,6G_1 + WiFi_2,0.014717173651690577,0.13237445571428572,0.1470916293659763,2.0
11,eMBB,6G_2 + WiFi_4,0.015623577560485144,0.16730203285714285,0.182925610417628,2.0
12,eMBB,6G_1 + WiFi_1,0.012124574593025414,0.03877292571428571,0.05089750030731112,2.0
13,eMBB,6G_2 + WiFi_2,0.014464746672434182,0.12270988714285713,0.13717463381529132,2.0
14,eMBB,6G_2 + WiFi_2,0.011819937233988519,0.019001352857142856,0.030821290091131374,2.0
15,eMBB,6G_2 + WiFi_1,0.015948250133923467,0.19814581285714283,0.21409406299106631,2.0
16,eMBB,6G_1 + WiFi_2,0.01770940383846545,0.2741012528571429,0.29181065669560835,2.0
17,eMBB,6G_1 + WiFi_1,0.015703984926973308,0.19294996285714283,0.20865394778411614,2.0
18,eMBB,6G_1 + WiFi_1,0.01512171212899898,0.1372713257142857,0.1523930378432847,2.0
19,eMBB,6G_2 + WiFi_2,0.016775840568774576,0.2571329357142857,0.27390877628306026,2.0
20,eMBB,6G_1 + WiFi_3,0.01310201032295613,0.06787407000000001,0.08097608032295614,2.0
21,eMBB,sat1,0.01173494785446329,0.11796231857142857,0.12969726642589186,2.0
22,eMBB,sat1,0.012187067136974492,0.21917411999999997,0.23136118713697446,2.0
23,eMBB,sat1,0.009168207088369238,0.02682956571428571,0.03599777280265495,2.0
24,eMBB,sat1,0.012450657610804416,0.21389289428571426,0.22634355189651867,2.0
25,eMBB,sat1,0.012133748687686527,0.2086130357142857,0.2207467844019722,2.0
26,eMBB,sat1,0.01393890279246873,0.2799592242857143,0.293898127078183,2.0
27,eMBB,sat1,0.009927882792550722,0.05928681,0.06921469279255073,2.0
28,eMBB,sat1,0.010773290695035343,0.10848240857142857,0.11925569926646391,2.0
29,eMBB,sat1,0.008790580649484665,0.015181178571428571,0.023971759220913234,2.0
30,eMBB,sat1,0.00980507383806161,0.06357002142857143,0.07337509526663305,2.0
31,eMBB,sat1,0.012262059478936594,0.23511118714285711,0.24737324662179372,2.0
32,eMBB,sat1,0.010784594005822077,0.07658291142857143,0.0873675054343935,2.0
33,eMBB,sat1,0.00912419591755096,0.022910202857142854,0.032034398774693815,2.0
34,eMBB,sat1,0.010342320316627206,0.09457102285714286,0.10491334317377007,2.0
35,eMBB,sat1,0.011905245677316684,0.22447047857142854,0.23637572424874523,2.0
36,eMBB,sat1,0.013807389186147498,0.2516096314285714,0.2654170206147189,2.0
37,eMBB,sat1,0.012215759175432824,0.18778503857142856,0.2000007977468614,2.0
38,eMBB,sat1,0.014259476185102798,0.28584930000000003,0.30010877618510284,2.0
39,eMBB,sat1,0.013442320006773624,0.17747480142857142,0.19091712143534503,2.0
