seed,urllc_outage_ratio,average_embb_delay
0,0.5416666666666666,0.323260339345238
1,0.45,0.3174589904799578
2,0.525,0.349682524317136
3,0.5166666666666667,0.3315802220843342
4,0.475,0.3231448025651797
5,0.45,0.3167258853525181
6,0.5333333333333333,0.3256090912870542
7,0.4583333333333333,0.2929546343379604
8,0.45,0.2871523106469933
9,0.5416666666666666,0.3146434229972677
average,0.49416666666666675,0.31822122234136396
