seed,generation_0,generation_200,generation_400,generation_600,generation_800,generation_1000
0,72.4360715203344,63.22239239380879,57.90534634805997,57.78639773783324,57.75024829527283,57.71021662321493
1,76.1698535546561,63.177850912835254,63.14039228682706,61.122136537914905,61.04405610357399,61.03938420418222
2,73.96664148091293,61.79163849095257,61.52758620972131,61.32607404909717,59.504504363251975,59.26071663342137
3,77.20771528838232,63.124757666821615,61.06799748300107,60.99924243461291,60.90904222600131,60.89907112230828
4,77.93492282872116,61.60565016223928,61.50220274094347,61.28388254973613,59.098434361319384,57.38868722724645
average,75.54304093460138,62.584457925331506,61.02870501371058,60.50354666183887,59.6612570698839,59.259615162074645
