seed,urllc_outage_ratio,average_embb_delay,average_cost,best_fitness,cv,cost_urllc
0,0.0,0.20593354035889133,0.1544501552691685,18.53401863230022,0.0,0.0
1,0.0,0.20602246763296345,0.1545168507247226,18.54202208696671,0.0,0.0
2,0.0,0.20494044349843296,0.15370533262382474,18.444639914858968,0.0,0.0
3,0.0,0.20507151613488794,0.15380363710116596,18.456436452139915,0.0,0.0
4,0.0,0.20954537666132217,0.15715903249599164,18.859083899518996,0.0,0.0
5,0.0,0.20568040281657554,0.15426030211243166,18.5112362534918,0.0,0.0
6,0.0,0.20529450010388253,0.1539708750779119,18.476505009349427,0.0,0.0
7,0.0,0.205779358803151,0.15433451910236326,18.52014229228359,0.0,0.0
8,0.0,0.20493863050635158,0.15370397287976367,18.44447674557164,0.0,0.0
9,0.0,0.20497664378899852,0.1537324828417489,18.447897941009867,0.0,0.0
