seed,urllc_outage_ratio,average_embb_delay
0,0.0,0.2059335403588913
1,0.0,0.2060224676329634
2,0.0,0.2049404434984329
3,0.0,0.2050715161348879
4,0.0,0.2095453766613221
5,0.0,0.2056804028165755
6,0.0,0.2052945001038825
7,0.0,0.205779358803151
8,0.0,0.2049386305063515
9,0.0,0.2049766437889985
average,0.0,0.20581828803054564
