seed,generation_0,generation_200,generation_400,generation_600,generation_800,generation_1000
0,0.0,0.0,358.0458008028155,357.43531456062476,355.50013884834607,348.4703375668571
1,0.0,366.697852010267,357.70166801458276,355.7025422317256,350.89870569281476,350.7265869597392
2,0.0,0.0,354.5699479898569,350.91186308657683,349.7306870871007,347.76563357259136
3,0.0,371.2694507046114,349.21571347212,345.1199692726963,345.1199692726963,344.0143120204159
4,0.0,373.52821439219383,353.82840109954174,351.63140576282586,351.63140576282586,350.1095158754192
5,0.0,358.33644584875447,357.41144483797586,349.3342493441537,344.1249489526913,342.64404359586604
6,0.0,0.0,355.56837057168536,350.85237362900796,348.85434933900797,348.84905717615084
7,0.0,364.6416512525954,360.2388262773353,355.1285035657732,352.9439301415911,347.2392360047689
8,0.0,352.96978909014,351.16259966401776,346.44132119279607,339.69362252594567,339.69362252594567
9,0.0,367.23185956755856,364.8984495478431,357.175959550116,353.6706235335114,352.01076697589104
average,0.0,255.46752628661207,356.2641222277774,351.97335021962965,349.2168381156531,347.1523112273645
