seed,urllc_outage_ratio,average_embb_delay
0,0.6055555555555555,0.7248352087047617
1,0.5944444444444444,0.759592149776329
2,0.5833333333333334,0.7653646309588407
3,0.5722222222222222,0.7667461778911993
4,0.6111111111111112,0.722830643752329
5,0.6,0.7035780199770335
6,0.6166666666666667,0.704716984311949
7,0.5777777777777777,0.7735513111376049
8,0.6111111111111112,0.6649645695885871
9,0.6055555555555555,0.7445042609771725
average,0.5977777777777777,0.7330683957075806
