seed,urllc_outage_ratio,average_embb_delay,average_cost,best_fitness,cv,cost_urllc
0,0.6055555555555555,0.7248352087047617,0.9679731599079364,348.4703375668571,0.0,218.0
1,0.5944444444444444,0.759592149776329,0.9742405193326089,350.7265869597392,0.0,214.0
2,0.5833333333333334,0.7653646309588407,0.9660156488127538,347.76563357259136,0.0,210.0
3,0.5722222222222222,0.7667461778911993,0.9555953111678219,344.0143120204159,0.0,206.0
4,0.6111111111111112,0.722830643752329,0.9725264329872756,350.1095158754192,0.0,220.0
5,0.6,0.7035780199770335,0.9517890099885168,342.64404359586604,0.0,216.0
6,0.6166666666666667,0.704716984311949,0.9690251588226412,348.84905717615084,0.0,222.0
7,0.5777777777777777,0.7735513111376049,0.9645534333465803,347.2392360047689,0.0,208.0
8,0.6111111111111112,0.6649645695885871,0.9435933959054046,339.69362252594567,0.0,220.0
9,0.6055555555555555,0.7445042609771725,0.9778076860441418,352.01076697589104,0.0,218.0
