user_id,user_type,selection_reason,communication_delay,queue_delay,processing_delay,total_delay,deadline,violation,bottleneck_reason
71,URLLC,outage,0.002624821713400245,2.0,1.8678e-05,2.0,0.0034973953932058,1.9965026046067942,urlLC_outage
72,URLLC,outage,0.000536380788397517,2.0,7.524e-06,2.0,0.0039107444770633,1.9960892555229366,urlLC_outage
73,URLLC,outage,0.00021778078839751694,2.0,1.353e-05,2.0,0.0038050077203178,1.9961949922796822,urlLC_outage
74,URLLC,outage,0.0016095807883975172,2.0,1.1088e-05,2.0,0.0044840542853151,1.995515945714685,urlLC_outage
75,URLLC,outage,0.00294197289477221,2.0,2.3496e-05,2.0,0.0046041908610736,1.9953958091389263,urlLC_outage
76,URLLC,outage,0.0009141807883975171,2.0,2.2044e-05,2.0,0.0032309507093338,1.9967690492906662,urlLC_outage
77,URLLC,outage,0.00012798078839751695,2.0,7.656e-06,2.0,0.0030951057765357,1.9969048942234644,urlLC_outage
78,URLLC,outage,0.004370790942692772,2.0,2.3298e-05,2.0,0.0044284450415481,1.9955715549584518,urlLC_outage
79,URLLC,outage,0.002278580788397517,2.0,1.8084e-05,2.0,0.0048078646683523,1.9951921353316477,urlLC_outage
80,URLLC,outage,0.004851746598367045,2.0,1.7028e-05,2.0,0.004942783458619,1.995057216541381,urlLC_outage
81,URLLC,outage,0.0011807807883975172,2.0,1.9404e-05,2.0,0.0037855769030077,1.9962144230969923,urlLC_outage
82,URLLC,outage,0.0008101807883975171,2.0,1.419e-05,2.0,0.0036991289749301,1.9963008710250698,urlLC_outage
83,URLLC,outage,6.338078839751696e-05,2.0,8.448e-06,2.0,0.0043392584074524,1.9956607415925476,urlLC_outage
84,URLLC,outage,0.0014361807883975172,2.0,1.5048e-05,2.0,0.0042282575492448,1.9957717424507553,urlLC_outage
85,URLLC,outage,0.0017299807883975173,2.0,9.24e-06,2.0,0.0046518254638202,1.9953481745361799,urlLC_outage
86,URLLC,outage,0.00041818078839751696,2.0,6.996e-06,2.0,0.0045494931722461,1.995450506827754,urlLC_outage
87,URLLC,outage,0.0010149807883975172,2.0,9.108e-06,2.0,0.0037191640471409,1.996280835952859,urlLC_outage
88,URLLC,outage,0.0010541807883975172,2.0,1.2936e-05,2.0,0.0048450309996759,1.995154969000324,urlLC_outage
89,URLLC,outage,0.00026138078839751694,2.0,7.194e-06,2.0,0.0036718022494805,1.9963281977505194,urlLC_outage
179,eMBB,top_20_percent_delay,0.011650371896916806,0.0,0.003973812857142857,0.4633191533375017,2.0,0.0,communication_delay
178,eMBB,top_20_percent_delay,0.01289186425387433,0.005405137303358953,0.004557865714285714,0.4348150257142858,2.0,0.0,communication_delay
177,eMBB,top_20_percent_delay,0.0152284,0.006914677136829908,0.005384327142857143,0.4298478185714287,2.0,0.0,communication_delay
176,eMBB,top_20_percent_delay,0.012419098820549226,0.001426918565401336,0.004775901428571428,0.4238505871428572,2.0,0.0,communication_delay
175,eMBB,top_20_percent_delay,0.013893733333333333,0.09236917181230458,0.004912427142857143,0.41836282857142865,2.0,0.0,queue_delay
174,eMBB,top_20_percent_delay,0.013549889792393936,0.08650318609801887,0.003840822857142857,0.4124545557142858,2.0,0.0,queue_delay
173,eMBB,top_20_percent_delay,0.011482142776567873,0.080675433240876,0.0038637342857142857,0.4065885700000001,2.0,0.0,queue_delay
172,eMBB,top_20_percent_delay,0.01760719672221511,0.07500433609801886,0.00552024,0.4007608171428572,2.0,0.0,queue_delay
171,eMBB,top_20_percent_delay,0.01452637492851537,0.0693568575265903,0.00513018,0.3950897200000001,2.0,0.0,queue_delay
170,eMBB,top_20_percent_delay,0.015581333333333336,0.06378546752659028,0.005509114285714285,0.3894422414285715,2.0,0.0,queue_delay
169,eMBB,top_20_percent_delay,0.0106384,0.058240571812304576,0.0037614342857142857,0.3838708514285715,2.0,0.0,queue_delay
168,eMBB,top_20_percent_delay,0.021033148814896877,0.052719153240876004,0.00426129,0.3783259557142858,2.0,0.0,queue_delay
167,eMBB,top_20_percent_delay,0.015836505183406412,0.047198913240876,0.004723572857142857,0.3728045371428572,2.0,0.0,queue_delay
166,eMBB,top_20_percent_delay,0.011698810559498982,0.04168687609801886,0.0037840157142857143,0.3672842971428572,2.0,0.0,queue_delay
165,eMBB,top_20_percent_delay,0.019753326146544393,0.036177761812304574,0.004764822857142857,0.36177226000000007,2.0,0.0,queue_delay
164,eMBB,top_20_percent_delay,0.011651866666666667,0.03070768181230457,0.004119767142857143,0.3562631457142858,2.0,0.0,queue_delay
163,eMBB,top_20_percent_delay,0.012036533333333333,0.025265793240876,0.004255774285714286,0.3507930657142858,2.0,0.0,queue_delay
162,eMBB,top_20_percent_delay,0.0121172,0.019836208955161715,0.004284295714285714,0.3453511771428572,2.0,0.0,queue_delay
