user_id,user_type,rat_id,rat_name,rat_type,selected,uplink_rate,downlink_rate,effective_e2e_rate
0,URLLC,1,6G_2,6G,1,97538944.09504627,40000000.0,40000000.0
1,URLLC,3,WiFi_2,WiFi,1,7173527.0277052745,20000000.0,7173527.0277052745
2,URLLC,0,6G_1,6G,1,63645392.46437691,40000000.0,40000000.0
3,URLLC,1,6G_2,6G,1,54901757.24094319,40000000.0,40000000.0
4,URLLC,3,WiFi_2,WiFi,1,38622225.654577725,20000000.0,20000000.0
5,URLLC,3,WiFi_2,WiFi,1,25104128.894596472,20000000.0,20000000.0
6,URLLC,1,6G_2,6G,1,52358350.255020924,40000000.0,40000000.0
7,URLLC,0,6G_1,6G,1,37889373.14655357,40000000.0,37889373.14655357
8,URLLC,0,6G_1,6G,1,11128556.06254663,40000000.0,11128556.06254663
9,URLLC,1,6G_2,6G,1,50005409.298749775,40000000.0,40000000.0
10,URLLC,1,6G_2,6G,1,31451059.6951304,40000000.0,31451059.6951304
11,URLLC,0,6G_1,6G,1,55128201.55193228,40000000.0,40000000.0
12,URLLC,2,WiFi_1,WiFi,1,19576067.3222978,20000000.0,19576067.3222978
13,URLLC,0,6G_1,6G,1,54812349.77541269,40000000.0,40000000.0
14,URLLC,3,WiFi_2,WiFi,1,25644071.022735853,20000000.0,20000000.0
15,URLLC,0,6G_1,6G,1,43033533.895246394,40000000.0,40000000.0
16,URLLC,0,6G_1,6G,1,73961460.93116383,40000000.0,40000000.0
17,URLLC,0,6G_1,6G,1,55862238.692988515,40000000.0,40000000.0
18,URLLC,0,6G_1,6G,1,50637649.59377847,40000000.0,40000000.0
19,URLLC,1,6G_2,6G,1,54851486.51516489,40000000.0,40000000.0
20,URLLC,2,WiFi_1,WiFi,1,14944846.438570902,20000000.0,14944846.438570902
21,URLLC,5,WiFi_4,WiFi,1,21495511.88683162,20000000.0,20000000.0
22,URLLC,1,6G_2,6G,1,73601504.65668578,40000000.0,40000000.0
23,URLLC,4,WiFi_3,WiFi,1,17403953.479235906,20000000.0,17403953.479235906
24,URLLC,0,6G_1,6G,1,28346489.580133602,40000000.0,28346489.580133602
25,URLLC,3,WiFi_2,WiFi,1,52700126.00550421,20000000.0,20000000.0
26,URLLC,5,WiFi_4,WiFi,1,19077148.835497454,20000000.0,19077148.835497454
27,URLLC,4,WiFi_3,WiFi,1,23555943.915671375,20000000.0,20000000.0
28,URLLC,5,WiFi_4,WiFi,1,6502267.318430767,20000000.0,6502267.318430767
29,URLLC,2,WiFi_1,WiFi,1,14287983.615828525,20000000.0,14287983.615828525
30,URLLC,7,Satellite_2,Satellite,1,8749276.295925127,14411738.088085657,8749276.295925127
31,URLLC,6,Satellite_1,Satellite,1,8980990.296940116,14411738.088085657,8980990.296940116
32,URLLC,7,Satellite_2,Satellite,1,2663450.5343964314,14411738.088085657,2663450.5343964314
33,URLLC,6,Satellite_1,Satellite,1,7229245.056941871,14411738.088085657,7229245.056941871
34,URLLC,6,Satellite_1,Satellite,1,2398385.857631392,14411738.088085657,2398385.857631392
35,URLLC,7,Satellite_2,Satellite,1,4259878.708524724,14411738.088085657,4259878.708524724
36,URLLC,7,Satellite_2,Satellite,1,3304762.6480270084,14411738.088085657,3304762.6480270084
37,URLLC,6,Satellite_1,Satellite,1,8908604.227644522,14411738.088085657,8908604.227644522
38,URLLC,7,Satellite_2,Satellite,1,9289123.460838344,14411738.088085657,9289123.460838344
39,URLLC,7,Satellite_2,Satellite,1,6445220.173154669,14411738.088085657,6445220.173154669
40,URLLC,6,Satellite_1,Satellite,1,1452951.3115126758,14411738.088085657,1452951.3115126758
41,URLLC,7,Satellite_2,Satellite,1,4302399.238820414,14411738.088085657,4302399.238820414
42,URLLC,6,Satellite_1,Satellite,1,5275403.17057606,14411738.088085657,5275403.17057606
43,URLLC,7,Satellite_2,Satellite,1,5097626.224509154,14411738.088085657,5097626.224509154
44,URLLC,6,Satellite_1,Satellite,1,6848323.738358013,14411738.088085657,6848323.738358013
45,URLLC,7,Satellite_2,Satellite,1,10058349.051733159,14411738.088085657,10058349.051733159
46,URLLC,7,Satellite_2,Satellite,1,9923787.650084184,14411738.088085657,9923787.650084184
47,URLLC,7,Satellite_2,Satellite,1,9050628.66493073,14411738.088085657,9050628.66493073
48,URLLC,6,Satellite_1,Satellite,1,8129688.272917781,14411738.088085657,8129688.272917781
49,URLLC,7,Satellite_2,Satellite,1,9594132.482292484,14411738.088085657,9594132.482292484
50,URLLC,7,Satellite_2,Satellite,1,6727249.13528092,14411738.088085657,6727249.13528092
51,URLLC,6,Satellite_1,Satellite,1,8066642.551632621,14411738.088085657,8066642.551632621
52,URLLC,6,Satellite_1,Satellite,1,4080638.3919334444,14411738.088085657,4080638.3919334444
53,URLLC,6,Satellite_1,Satellite,1,8739970.69141031,14411738.088085657,8739970.69141031
54,URLLC,6,Satellite_1,Satellite,1,7981535.13134768,14411738.088085657,7981535.13134768
55,URLLC,6,Satellite_1,Satellite,1,3543966.340831652,14411738.088085657,3543966.340831652
56,URLLC,7,Satellite_2,Satellite,1,804118.2051162663,14411738.088085657,804118.2051162663
57,URLLC,6,Satellite_1,Satellite,1,6940154.2070218185,14411738.088085657,6940154.2070218185
