seed,urllc_outage_ratio,average_embb_delay
0,0.2333333333333333,0.1548622635643922
1,0.1666666666666666,0.1435841185714285
2,0.1833333333333333,0.1432308485385287
3,0.1833333333333333,0.1433290251428571
4,0.15,0.1449408723565472
5,0.15,0.145091967086819
6,0.1666666666666666,0.150582436512892
7,0.15,0.1432632255
8,0.1833333333333333,0.1517827060867501
9,0.1666666666666666,0.1744234827385107
average,0.17333333333333328,0.14950909460987255
