seed,generation_0,generation_200,generation_400,generation_600,generation_800,generation_1000
0,39.65929706104524,39.65929706104524,38.14474814783166,37.60753404912336,37.29173581386353,37.29173581386353
1,36.92723386750119,35.690710164573005,28.76699326306411,28.664016832299716,28.61676434,28.615047114285716
2,44.13756514625932,35.336310733470235,33.703209366900204,32.75869184357189,30.645316188410025,30.593850912311723
3,43.71529417392462,41.03006293556581,37.60528693356456,35.178676713278605,31.007391549118125,30.599741508571427
4,43.50081682693802,39.57112725047814,35.68347067214697,33.96080073762566,26.766618234730327,26.696452341392835
5,44.84744757203575,35.8096832551157,31.506592543010946,26.85693409752717,26.73493396447826,26.705518025209145
6,39.85149677749422,39.85149677749422,34.60553763632918,33.029798502279895,30.903195224315,29.034946190773525
7,38.82985605718981,38.82985605718981,28.72180139657877,26.633003104285713,26.61995542285714,26.59579353
8,38.95966346923246,38.95966346923246,37.74307202383705,37.74307202383705,35.26878103241673,31.106962365205007
9,39.36592311642076,37.50987210729711,32.94951585864699,32.78037080128465,30.546735547725085,30.465408964310647
average,40.97945940680414,38.22480798114617,33.943022784191044,32.521289870511374,30.44014273179142,29.770545676592356
