seed,urllc_outage_ratio,average_embb_delay
0,0.4166666666666667,0.27843593701574676
1,0.4166666666666667,0.2774995735742979
2,0.43333333333333335,0.2765391329285714
3,0.4,0.27823607056584365
4,0.45,0.27671569478571434
average,0.42333333333333334,0.2774852817740348
