seed,generation_0,generation_200,generation_400,generation_600,generation_800,generation_1000
0,151.0805939980013,137.58479847805148,137.54413034442672,135.946994406079,135.46978940681112,133.4123124418896
1,153.969672378575,139.43259539238966,139.31507435714286,135.76999511216303,135.55019063092436,133.29994882891575
2,154.4961789986899,139.70642217234263,137.32322474726521,137.29928219198683,137.1858551942857,137.18469595142858
3,152.62380664625385,137.57241684160232,133.60892747473784,131.9683022416957,131.31469382857142,129.38832846790123
4,151.1751025802347,141.2794619657143,141.24639709714285,141.21925879285715,141.2112037757143,141.20588337428572
average,152.66907092035098,139.11513897002007,137.8075508041431,136.44076654895633,136.1463465672614,134.89823381288417
