seed,urllc_outage_ratio,average_embb_delay
0,0.35,0.5081110207434648
1,0.4083333333333333,0.3959217879787403
2,0.375,0.4518640804814413
3,0.35,0.4966984736845916
4,0.3666666666666666,0.4477609481535353
5,0.3666666666666666,0.4405645167488598
6,0.375,0.4488735924913049
7,0.3666666666666666,0.4377645243689602
8,0.3916666666666666,0.4479513408335106
9,0.375,0.4373959264739805
average,0.37249999999999994,0.45129062119583896
