seed,urllc_outage_ratio,average_embb_delay
0,0.0,0.2071252565511466
1,0.0333333333333333,0.2209436576407511
2,0.0333333333333333,0.2066773715604173
3,0.0,0.204830937925319
4,0.0,0.2070942387086076
5,0.0,0.2058458912857142
6,0.0,0.2050555854617971
7,0.0,0.2205695640727882
8,0.0,0.2113152884030377
9,0.0,0.2057173457082791
average,0.006666666666666659,0.20951751373178581
