seed,urllc_outage_ratio,average_embb_delay,average_cost,best_fitness,cv,cost_urllc
0,0.0,0.2071252565511466,0.15534394241335997,18.641273089603196,0.0,0.0
1,0.03333333333333333,0.22094365764075113,0.18237440989723003,21.884929187667602,0.0,2.0
2,0.03333333333333333,0.20667737156041735,0.17167469533697968,20.60096344043756,0.0,2.0
3,0.0,0.20483093792531903,0.15362320344398928,18.434784413278713,0.0,0.0
4,0.0,0.20709423870860766,0.15532067903145574,18.63848148377469,0.0,0.0
5,0.0,0.20584589128571423,0.1543844184642857,18.526130215714282,0.0,0.0
6,0.0,0.20505558546179714,0.15379168909634786,18.45500269156174,0.0,0.0
7,0.0,0.22056956407278827,0.1654271730545912,19.851260766550944,0.0,0.0
8,0.0,0.21131528840303773,0.1584864663022783,19.018375956273395,0.0,0.0
9,0.0,0.20571734570827915,0.15428800928120937,18.514561113745124,0.0,0.0
