seed,generation_0,generation_200,generation_400,generation_600,generation_800,generation_1000
0,26.300269772823285,19.772471206825887,18.897878662422798,18.71083804544452,18.647531155190258,18.641273089603196
1,30.11286960571127,26.02680035545537,24.455645988547406,23.460958084994715,22.998795552073798,21.884929187667602
2,25.19017095197827,21.012423905583425,20.723843910963296,20.680257501696804,20.66336243717766,20.60096344043756
3,26.88467397190185,18.6827469801427,18.507711904279667,18.444860913046202,18.43993841043486,18.434784413278713
4,28.89107158942624,22.47970986959917,19.967097088355015,18.897438856931963,18.672206719113927,18.63848148377469
5,28.147583590892495,18.64479739855373,18.549230640000005,18.52738487571428,18.526130215714282,18.526130215714282
6,23.877287881133835,20.255613886525126,20.13974696213718,20.124155085633763,18.46668076859428,18.45500269156174
7,28.61349733344612,22.394799468758308,21.1550299687752,21.03258837046765,20.05300494165766,19.851260766550944
8,31.14850281716276,25.379738619636097,20.14719481904899,19.20443818477037,19.139449076790328,19.018375956273395
9,24.463132321351388,19.173280622967773,18.7328598256944,18.56115974884593,18.5225094209762,18.514561113745124
average,27.36290598358275,21.38223823140476,20.12762397702239,19.76440796675462,19.412960869772327,19.256576235860724
