seed,urllc_outage_ratio,average_embb_delay
0,0.1,0.14440424128571427
1,0.06666666666666667,0.1434270614523464
2,0.05,0.1428070897142857
3,0.1,0.14304225214285712
4,0.1,0.14294192557142854
average,0.08333333333333333,0.1433245140333264
