user_id,user_type,selection_reason,communication_delay,queue_delay,processing_delay,total_delay,deadline,violation,bottleneck_reason
57,URLLC,outage,0.00041724832104811084,2.0,1.056e-05,2.0,0.0044237573023945,1.9955762426976056,urlLC_outage
58,URLLC,outage,0.0002086483210481108,2.0,1.4784e-05,2.0,0.0034234906114467,1.9965765093885532,urlLC_outage
59,URLLC,outage,0.0012306483210481106,2.0,1.947e-05,2.0,0.0031036131023761,1.996896386897624,urlLC_outage
119,eMBB,top_20_percent_delay,0.013274,0.05982354243086816,0.004693307142857143,0.3014690895238096,2.0,0.0,queue_delay
118,eMBB,top_20_percent_delay,0.017339061576265635,0.05384997671658245,0.003981544285714286,0.2954827480952381,2.0,0.0,queue_delay
117,eMBB,top_20_percent_delay,0.011345066666666667,0.047894278145153873,0.0040112914285714285,0.2895091823809524,2.0,0.0,queue_delay
116,eMBB,top_20_percent_delay,0.020155007099035723,0.041958426716582446,0.004410874285714286,0.2835534838095239,2.0,0.0,queue_delay
115,eMBB,top_20_percent_delay,0.0164616,0.036028326716582446,0.005820351428571429,0.27761763238095244,2.0,0.0,queue_delay
114,eMBB,top_20_percent_delay,0.040726155392888444,0.030157673859439585,0.00480018,0.2716875323809524,2.0,0.0,communication_delay
113,eMBB,top_20_percent_delay,0.025722531738310458,0.024337322430868155,0.004417662857142857,0.26581687952380956,2.0,0.0,communication_delay
112,eMBB,top_20_percent_delay,0.02604219982146347,0.01860215814515387,0.004539385714285714,0.25999652809523816,2.0,0.0,communication_delay
111,eMBB,top_20_percent_delay,0.017730106207094753,0.013072442430868155,0.005448535714285714,0.25426136380952385,2.0,0.0,communication_delay
110,eMBB,top_20_percent_delay,0.03135872065822541,0.007621313859439584,0.004684067142857143,0.24873164809523815,2.0,0.0,communication_delay
109,eMBB,top_20_percent_delay,0.02172377712612752,0.0021775867165824414,0.0059301,0.24328051952380958,2.0,0.0,communication_delay
108,eMBB,top_20_percent_delay,0.027259982380220826,0.003598244930549499,0.004833698571428571,0.23783679238095243,2.0,0.0,communication_delay
