-1.22e-05-3.31e-04j,-1.73e-04+9.15e-05j,8.96e-06+1.41e-04j,-1.03e-04+1.19e-04j,-8.36e-05+9.24e-06j,-9.48e-05+5.07e-05j,4.10e-05+2.29e-05j,1.31e-06+0.00e+00j
5.05e-05+3.68e-05j,-1.29e-05+1.43e-07j,1.40e-05-2.65e-05j,1.42e-05-6.37e-05j,8.47e-06-2.57e-05j,4.71e-05-5.03e-05j,-1.02e-04-7.21e-05j,1.31e-06+0.00e+00j
1.41e-03+3.68e-03j,-4.91e-05+9.70e-05j,-3.45e-05-9.61e-05j,-3.15e-05-4.07e-05j,-1.97e-05+5.91e-06j,-5.75e-05-3.08e-05j,1.25e-05+4.59e-06j,1.31e-06+0.00e+00j
1.25e-04+5.83e-05j,-1.84e-06-1.17e-06j,-1.12e-07+2.71e-05j,-2.55e-05+3.29e-05j,-8.30e-06-1.92e-05j,1.64e-05+1.00e-05j,-2.51e-05-2.10e-05j,1.31e-06+0.00e+00j
-3.89e-05-2.44e-06j,2.25e-05-1.81e-05j,-1.00e-04-5.76e-05j,1.60e-04+1.10e-04j,7.67e-05+5.29e-05j,3.47e-04+3.73e-05j,-6.12e-06+3.38e-05j,1.31e-06+0.00e+00j
1.96e-04-1.06e-04j,8.67e-05-1.01e-04j,-1.42e-04+5.94e-05j,-1.71e-03+9.63e-04j,-2.22e-05+3.63e-06j,1.09e-04+1.42e-04j,-4.90e-06+6.15e-05j,1.31e-06+0.00e+00j
-5.82e-05+2.60e-04j,5.90e-05-7.63e-06j,4.02e-05-1.40e-04j,-1.18e-04-3.75e-05j,3.49e-05-6.22e-05j,2.46e-05+2.25e-05j,1.53e-05-1.46e-04j,1.31e-06+0.00e+00j
1.28e-04+3.74e-04j,-1.08e-05-3.84e-05j,-1.49e-04-2.78e-05j,-6.23e-05-1.81e-04j,-4.66e-05-5.63e-06j,-5.13e-05+7.28e-07j,-8.57e-05-8.28e-06j,1.31e-06+0.00e+00j
1.25e-04+9.38e-05j,2.26e-05-1.36e-04j,-3.96e-05-7.91e-05j,-7.63e-05+6.45e-05j,-9.76e-07+4.11e-06j,4.94e-05+9.02e-06j,-1.36e-04+7.19e-05j,1.31e-06+0.00e+00j
4.79e-05-1.30e-04j,-4.60e-05-7.22e-05j,-2.22e-04+1.48e-04j,-2.20e-03-1.67e-03j,-6.08e-05-8.72e-05j,2.27e-05+8.47e-05j,2.66e-05+1.61e-05j,1.31e-06+0.00e+00j
