3.03e-06+1.44e-04j,5.99e-04+3.52e-04j,9.50e-06+2.13e-05j,3.45e-05+1.50e-04j,6.90e-05-8.15e-06j,-5.19e-05-3.52e-05j,-8.63e-05-1.14e-04j,1.31e-06+0.00e+00j
2.04e-04-1.87e-04j,-1.54e-04+3.18e-05j,2.27e-04-1.04e-04j,-1.03e-04+2.33e-04j,-4.00e-05+7.56e-05j,1.25e-04-1.54e-04j,1.00e-04+5.86e-05j,1.31e-06+0.00e+00j
3.83e-03-4.60e-03j,1.34e-04+5.96e-05j,-1.05e-04+1.50e-04j,1.72e-04+5.85e-06j,-1.25e-05-5.98e-05j,3.40e-05-2.48e-05j,6.44e-05-1.78e-05j,1.31e-06+0.00e+00j
-2.70e-05-3.18e-05j,1.88e-04-6.21e-05j,4.34e-05-5.17e-06j,1.63e-05+9.26e-06j,-2.88e-05-3.17e-05j,7.52e-06-6.10e-06j,9.00e-05+1.03e-04j,1.31e-06+0.00e+00j
-3.42e-05-1.89e-05j,-8.11e-06-2.41e-05j,-1.70e-05+4.22e-05j,1.66e-04-2.29e-04j,2.31e-05+4.05e-05j,2.59e-05-4.02e-05j,-5.19e-05+1.11e-05j,1.31e-06+0.00e+00j
4.82e-05+8.61e-06j,-7.08e-05+9.90e-05j,1.90e-06-1.60e-05j,-1.04e-04-1.11e-04j,2.70e-05+5.19e-05j,3.53e-05-1.45e-04j,-1.41e-05+1.38e-06j,1.31e-06+0.00e+00j
4.64e-05-1.58e-04j,-1.30e-03-9.05e-04j,-5.92e-05+7.98e-05j,1.89e-05-1.91e-06j,3.94e-06+4.61e-06j,1.56e-05-4.38e-05j,1.62e-04-4.94e-05j,1.31e-06+0.00e+00j
4.86e-05+1.01e-05j,-2.41e-05+9.38e-06j,7.29e-05+4.03e-05j,-4.72e-05+3.09e-07j,-4.81e-05+5.50e-05j,-2.92e-06+1.94e-05j,1.16e-04-1.24e-04j,1.31e-06+0.00e+00j
-7.06e-05+3.51e-06j,-4.38e-05+4.07e-05j,-3.95e-06+2.37e-05j,-1.78e-05-9.74e-06j,2.83e-05-2.02e-05j,-2.13e-05-2.20e-05j,-7.79e-05-8.90e-06j,1.31e-06+0.00e+00j
-3.38e-05+8.74e-05j,-2.08e-04-8.13e-04j,6.69e-05-2.29e-05j,4.50e-05-5.40e-05j,1.99e-06+1.78e-05j,-3.27e-05-1.48e-05j,5.71e-05-3.19e-05j,1.31e-06+0.00e+00j
-5.02e-05-1.09e-05j,-1.78e-04+5.12e-05j,3.31e-05-1.09e-05j,1.37e-05-1.31e-04j,1.89e-05+1.12e-05j,8.48e-06+1.17e-05j,5.78e-05-1.48e-05j,1.31e-06+0.00e+00j
-2.17e-04-3.61e-04j,-3.15e-04+1.07e-04j,4.51e-05+2.51e-05j,-4.91e-05-2.87e-05j,-2.27e-05-7.13e-06j,-1.45e-05-2.96e-05j,1.19e-06-1.21e-05j,1.31e-06+0.00e+00j
-6.79e-05-2.97e-04j,-8.23e-05+2.50e-05j,-5.08e-05-7.45e-05j,-9.09e-05+9.73e-06j,2.53e-05-5.69e-05j,-4.61e-05-1.70e-05j,-7.50e-05-7.51e-06j,1.31e-06+0.00e+00j
5.26e-06-1.67e-04j,-5.45e-05+8.48e-06j,5.66e-05-1.39e-05j,-3.55e-05-4.78e-05j,6.01e-06-2.93e-05j,-7.49e-07+1.15e-05j,-7.93e-05+6.08e-05j,1.31e-06+0.00e+00j
1.01e-04-2.54e-05j,-1.32e-05+3.12e-05j,2.30e-04+6.67e-05j,3.96e-04+1.59e-04j,2.07e-04+1.23e-04j,1.39e-04-1.56e-04j,-2.51e-05+4.59e-05j,1.31e-06+0.00e+00j
-7.48e-05-1.19e-04j,1.20e-04-2.45e-05j,4.34e-05-2.00e-05j,2.87e-05-1.68e-05j,-5.35e-05-4.06e-05j,-6.72e-07+5.06e-06j,-5.02e-05+1.14e-04j,1.31e-06+0.00e+00j
