9.00e-06+1.72e-04j,-3.24e-05+9.41e-06j,5.10e-04+5.40e-04j,-1.98e-05-2.00e-04j,-2.59e-04+8.38e-05j,-3.88e-05+1.07e-04j,2.80e-05+5.58e-06j,-3.83e-05+7.23e-05j,1.31e-06+0.00e+00j,1.31e-06+0.00e+00j
-5.37e-05-3.38e-05j,1.47e-05+8.48e-05j,1.42e-05+1.33e-04j,-9.69e-05-6.93e-05j,-2.29e-05-2.17e-05j,2.39e-05+1.50e-04j,-9.79e-05+1.07e-04j,-9.56e-05-3.55e-05j,1.31e-06+0.00e+00j,1.31e-06+0.00e+00j
-4.06e-04-2.38e-04j,-1.61e-05-2.13e-05j,6.52e-05-2.82e-04j,1.10e-04-6.86e-05j,5.41e-05-6.34e-05j,-7.10e-06-3.41e-05j,-1.29e-06-2.36e-06j,-6.80e-05+1.59e-05j,1.31e-06+0.00e+00j,1.31e-06+0.00e+00j
-2.91e-06+2.44e-04j,-2.11e-05-7.29e-05j,1.68e-05+5.12e-05j,-2.82e-05-7.29e-06j,1.51e-05-1.44e-06j,3.57e-05+1.57e-05j,-7.39e-06-7.63e-05j,2.71e-05+2.58e-05j,1.31e-06+0.00e+00j,1.31e-06+0.00e+00j
5.35e-05+1.29e-05j,-2.38e-05+2.92e-05j,7.04e-06+9.08e-06j,2.98e-07+5.81e-05j,1.98e-06-1.29e-05j,-1.32e-05-9.08e-06j,1.66e-06-4.23e-05j,3.35e-05-3.74e-05j,1.31e-06+0.00e+00j,1.31e-06+0.00e+00j
8.16e-05-3.58e-05j,4.16e-05+5.16e-05j,1.33e-04+8.76e-05j,-1.23e-04-9.17e-05j,6.00e-05-5.73e-05j,4.85e-05+1.25e-04j,1.48e-04-3.73e-05j,-5.49e-05+4.30e-05j,1.31e-06+0.00e+00j,1.31e-06+0.00e+00j
-7.83e-05+1.89e-05j,-3.05e-05-7.72e-05j,-8.61e-05+6.28e-05j,-1.40e-05+4.79e-05j,-1.94e-05-1.56e-05j,2.98e-06-7.67e-06j,2.32e-05+1.94e-05j,1.26e-04+2.25e-05j,1.31e-06+0.00e+00j,1.31e-06+0.00e+00j
1.16e-04+8.03e-05j,-2.11e-04+7.34e-04j,-4.70e-05-9.25e-06j,3.97e-05-6.44e-05j,-4.08e-05-4.26e-05j,6.80e-05-2.72e-05j,7.99e-05-2.25e-06j,-3.18e-05+1.22e-04j,1.31e-06+0.00e+00j,1.31e-06+0.00e+00j
-7.66e-05-2.31e-05j,4.61e-05+7.62e-06j,-5.77e-06-8.27e-07j,1.13e-04+1.09e-04j,-1.12e-04+1.77e-04j,-1.74e-04-1.54e-04j,3.54e-07-3.30e-05j,3.19e-06+7.09e-05j,1.31e-06+0.00e+00j,1.31e-06+0.00e+00j
-3.09e-05+4.69e-05j,2.16e-05+6.40e-05j,-1.43e-04+7.80e-05j,-1.11e-05-2.80e-05j,8.19e-04+4.02e-03j,6.60e-05+1.42e-04j,4.82e-05+5.56e-05j,-7.62e-05+3.44e-05j,1.31e-06+0.00e+00j,1.31e-06+0.00e+00j
-1.12e-04+7.82e-05j,1.57e-04+1.43e-04j,1.45e-05+6.03e-05j,-6.56e-05+5.68e-05j,4.71e-05-5.07e-06j,4.98e-06+6.32e-06j,7.98e-05+8.16e-05j,4.58e-06-5.55e-05j,1.31e-06+0.00e+00j,1.31e-06+0.00e+00j
1.22e-04+2.18e-05j,5.47e-05-1.23e-05j,-2.49e-05+2.88e-06j,6.13e-05+8.06e-05j,5.49e-04+1.62e-04j,1.47e-04+4.98e-06j,-6.53e-05-9.20e-05j,4.65e-05+5.06e-05j,1.31e-06+0.00e+00j,1.31e-06+0.00e+00j
1.56e-04+9.51e-05j,-8.73e-05+1.07e-04j,-9.05e-04-2.36e-04j,-2.01e-04+2.16e-05j,-4.94e-05+4.58e-05j,5.58e-05+1.23e-04j,1.02e-04-6.47e-06j,5.03e-06+1.89e-05j,1.31e-06+0.00e+00j,1.31e-06+0.00e+00j
1.93e-04+7.19e-05j,-2.61e-04+3.53e-05j,-1.03e-04-2.69e-05j,-6.54e-06+2.28e-05j,1.38e-05+3.86e-05j,-1.53e-06-4.80e-05j,-1.40e-04+9.01e-06j,-6.05e-06-4.76e-05j,1.31e-06+0.00e+00j,1.31e-06+0.00e+00j
-8.35e-05+7.65e-05j,5.02e-05-1.14e-04j,1.72e-05-2.62e-05j,-1.12e-04+4.51e-05j,-1.87e-05+5.69e-05j,-6.52e-05-4.05e-06j,-4.24e-06-3.75e-05j,6.49e-05+1.28e-04j,1.31e-06+0.00e+00j,1.31e-06+0.00e+00j
-1.75e-04-2.58e-04j,3.26e-05-1.42e-04j,-3.40e-05+2.82e-05j,-2.96e-05-1.87e-05j,-3.68e-06-3.52e-05j,-2.68e-05+1.83e-05j,-3.76e-05+1.66e-05j,-8.10e-05-3.81e-05j,1.31e-06+0.00e+00j,1.31e-06+0.00e+00j
2.01e-04-1.31e-04j,4.41e-06+1.09e-04j,-4.41e-05+4.10e-05j,3.42e-05-1.58e-05j,-4.47e-06+7.35e-05j,-1.26e-05-6.12e-05j,4.16e-05-1.03e-04j,5.15e-05-4.70e-05j,1.31e-06+0.00e+00j,1.31e-06+0.00e+00j
-4.92e-05-4.23e-06j,-5.52e-05+2.33e-05j,-1.83e-05-1.60e-05j,-4.98e-04+7.62e-05j,-6.73e-05-5.56e-05j,9.67e-05+1.02e-04j,1.11e-04-5.56e-06j,-1.69e-05+7.59e-05j,1.31e-06+0.00e+00j,1.31e-06+0.00e+00j
1.18e-04+7.00e-05j,2.50e-05+3.67e-05j,8.77e-04+1.62e-04j,5.08e-04+2.03e-04j,-1.16e-05+5.82e-05j,-9.36e-05+1.30e-04j,-1.09e-04+1.33e-05j,1.38e-05+4.82e-05j,1.31e-06+0.00e+00j,1.31e-06+0.00e+00j
-3.83e-05-4.55e-06j,-3.70e-05+3.75e-05j,-3.92e-05-4.10e-05j,-3.60e-05+5.99e-05j,1.44e-04-3.43e-06j,3.35e-05-5.44e-05j,-5.39e-07+8.67e-06j,9.99e-05-4.60e-05j,1.31e-06+0.00e+00j,1.31e-06+0.00e+00j
9.60e-06+1.04e-04j,-4.21e-05-3.19e-05j,9.49e-05-2.78e-05j,1.82e-05-6.39e-05j,-3.79e-05-1.65e-05j,-4.85e-06-6.18e-05j,-5.95e-05-1.08e-04j,-9.34e-05+5.13e-05j,1.31e-06+0.00e+00j,1.31e-06+0.00e+00j
4.87e-04+4.13e-04j,1.43e-04+3.19e-05j,-4.40e-04-3.04e-04j,5.06e-05-4.29e-06j,-4.75e-05-2.63e-07j,-2.48e-05-5.91e-05j,-4.03e-05+1.02e-04j,-5.86e-05+5.95e-05j,1.31e-06+0.00e+00j,1.31e-06+0.00e+00j
2.31e-06-1.05e-05j,-3.65e-05+1.18e-06j,1.18e-05+9.10e-06j,-5.16e-06-2.10e-04j,-1.04e-05-1.08e-05j,-9.35e-05-7.03e-05j,-3.89e-05-6.76e-05j,5.13e-05-1.91e-05j,1.31e-06+0.00e+00j,1.31e-06+0.00e+00j
2.52e-04+9.03e-04j,-2.01e-04+1.32e-04j,7.43e-06-4.27e-05j,4.60e-05+3.51e-05j,-5.88e-05+4.93e-05j,1.77e-05+3.01e-05j,-4.50e-05+4.05e-06j,3.87e-05-4.39e-05j,1.31e-06+0.00e+00j,1.31e-06+0.00e+00j
-4.47e-05+4.09e-05j,-5.37e-05+1.17e-05j,-1.50e-04+8.27e-05j,2.44e-06+3.22e-05j,7.61e-05+3.07e-04j,-6.34e-05-3.75e-05j,4.32e-05+8.92e-05j,-1.12e-04+1.34e-05j,1.31e-06+0.00e+00j,1.31e-06+0.00e+00j
-5.10e-06+1.60e-04j,-4.32e-05-2.46e-05j,-1.04e-04+2.78e-04j,3.34e-06+1.40e-05j,-5.40e-04-4.09e-04j,-3.47e-05-4.37e-05j,6.82e-05-2.17e-05j,-3.91e-05+2.87e-05j,1.31e-06+0.00e+00j,1.31e-06+0.00e+00j
4.68e-05+2.93e-05j,-1.62e-04-8.23e-05j,1.59e-05-7.29e-07j,6.61e-05+9.83e-05j,-5.29e-05+3.70e-05j,-2.18e-05+1.19e-05j,3.90e-05+2.57e-06j,-1.38e-05+8.14e-06j,1.31e-06+0.00e+00j,1.31e-06+0.00e+00j
4.35e-05+7.19e-05j,-1.73e-02-2.94e-02j,3.66e-06-1.09e-05j,-7.87e-06-8.43e-05j,2.94e-05+1.01e-05j,6.97e-06+1.77e-05j,2.29e-05-3.28e-05j,-2.79e-05+1.07e-04j,1.31e-06+0.00e+00j,1.31e-06+0.00e+00j
-2.54e-05-6.38e-05j,-1.80e-05-6.10e-05j,2.18e-05+1.24e-05j,-5.62e-05+1.40e-04j,1.80e-05+1.04e-04j,4.47e-04-9.87e-05j,5.88e-05+7.28e-05j,-2.21e-05-2.62e-06j,1.31e-06+0.00e+00j,1.31e-06+0.00e+00j
7.90e-05-1.14e-05j,-3.63e-05+7.86e-05j,-9.00e-05+2.88e-05j,-1.01e-04-1.58e-04j,-6.13e-05+4.84e-05j,-1.79e-05+7.04e-05j,1.24e-06-4.23e-05j,1.14e-04+2.69e-05j,1.31e-06+0.00e+00j,1.31e-06+0.00e+00j
