seed,urllc_outage_ratio,average_embb_delay
0,0.7,0.5307243151734602
1,0.7222222222222222,0.5400612174778207
2,0.6722222222222223,0.5213949203189457
3,0.6722222222222223,0.4690015560243404
4,0.6555555555555556,0.5603929834696615
5,0.6888888888888889,0.5222493443434865
6,0.7388888888888889,0.5134106488926369
7,0.6666666666666666,0.5357667327740709
8,0.7111111111111111,0.5914293492078228
9,0.6944444444444444,0.5364586429781116
average,0.6922222222222223,0.5320889710660357
