seed,urllc_outage_ratio,average_embb_delay
0,0.6066666666666667,0.4399716381333763
1,0.62,0.4326158271638751
2,0.66,0.4267670406772787
3,0.68,0.4068590654099055
4,0.64,0.4298722594721723
5,0.5333333333333333,0.3826389191238947
6,0.68,0.460748051619458
7,0.62,0.3875056310390304
8,0.64,0.4318566435402478
9,0.68,0.4052451378094124
average,0.6359999999999999,0.42040802139886513
