seed,generation_0,generation_200,generation_400,generation_600,generation_800,generation_1000
0,100.86002151049135,77.03110897043612,70.50008606509252,70.49885271122432,69.26951206990375,68.39620649927184
1,96.21011581008162,73.991037119982,70.89995000231244,67.57418630449959,65.00241810413371,64.914896169337
2,97.58444653123536,73.34936668052603,71.22368585939063,68.62435592452275,66.05118462031996,65.89230876765222
3,95.39536962999112,74.07213225588643,69.27797625416636,65.87852183950696,64.81277800581714,64.76598197538361
4,87.88615432474664,73.43393884256804,64.63103717163123,64.62766879811252,62.34795747301624,62.32255711107019
5,92.71006944503742,77.50168148774289,73.81881685421939,68.73819715240535,67.18401900712851,63.89033792196226
6,108.43540707042423,81.62884581462235,72.13084102550042,65.1068798831227,64.98758093791889,62.12778062638229
7,100.35144195949667,73.19398790603026,72.63836566194118,66.48726202274698,66.45674896641168,66.39838300034636
8,100.60162759486964,80.64932584210061,74.06785894131296,69.19049724976986,67.18340294646681,65.6863456203042
9,92.81866871996726,73.07752735961343,68.61772407492475,67.8002687386538,67.54681666029823,65.5406922758985
average,97.28533225963415,75.79289522795082,70.78063419104919,67.45266906245647,66.08424187914149,64.99354899676084
