seed,urllc_outage_ratio,average_embb_delay,average_cost,best_fitness,cv,cost_urllc
0,0.2111111111111111,0.3377356277696872,0.37997892499595465,68.39620649927184,0.0,38.0
1,0.2111111111111111,0.29905440188152227,0.3606383120518722,64.914896169337,0.0,38.0
2,0.2222222222222222,0.2876923196405802,0.36606838204251235,65.89230876765222,0.0,40.0
3,0.2,0.31962202194870676,0.3598110109743534,64.76598197538361,0.0,36.0
4,0.2111111111111111,0.2702506345674465,0.3462364283948344,62.32255711107019,0.0,38.0
5,0.2,0.3098926435773584,0.3549463217886792,63.89033792196226,0.0,36.0
6,0.18888888888888888,0.3125308958486921,0.34515433681323493,62.12778062638229,0.0,34.0
7,0.2111111111111111,0.3155375888927373,0.36887990555747974,66.39838300034636,0.0,38.0
8,0.2111111111111111,0.30762606244782437,0.3649241423350233,65.6863456203042,0.0,38.0
9,0.2222222222222222,0.2837854697322054,0.364114957088325,65.5406922758985,0.0,40.0
