seed,generation_0,generation_200,generation_400,generation_600,generation_800,generation_1000
0,91.92453092796747,85.53634125308018,75.17188969809976,73.03928625,72.97975552285715,72.97370784857144
1,93.84868949262224,85.52570271756834,71.5091513442895,71.08805700173207,70.80912744551179,70.74525817461516
2,100.18361769531222,85.0707147652839,83.32769871789594,83.09075253726039,82.97591517438912,82.96093740389351
3,102.38587254394892,86.0383410153137,82.33291515587302,82.27366762473311,82.23203902159263,82.20510335189381
4,97.143451790348,91.12071898343439,80.99033210751567,78.76286343594651,78.68757751137694,78.66721999885164
5,98.87868212243166,89.56640139017532,77.38076356032073,76.0694535638191,75.63392972646655,75.54145697824356
6,98.57909903971085,73.73551776444047,72.52483752168095,72.19970434860018,72.13130459559412,69.96589598371636
7,100.06743755825751,91.37926406255494,89.70307762513677,87.28923762378811,87.16883557746158,87.01328550400811
8,99.97434508749551,75.83856626778407,75.26860787899508,75.21864144305505,75.16821147395527,75.09089742741045
9,92.38457230117972,82.2277509467483,67.10367226124917,67.01675046727112,66.99572653695716,66.95068312391763
average,97.53702985592741,84.60393191663836,77.53129458710566,76.60484142962056,76.47824225861623,76.21144457951218
