seed,urllc_outage_ratio,average_embb_delay,average_cost,best_fitness,cv,cost_urllc
0,0.3,0.21081897609523814,0.4054094880476191,72.97370784857144,0.0,54.0
1,0.28888888888888886,0.2082806463846129,0.39302921208119534,70.74525817461516,0.0,52.0
2,0.35555555555555557,0.21067708226548348,0.4608940966882973,82.96093740389351,0.0,64.0
3,0.34444444444444444,0.22450114835437568,0.4566950186216323,82.20510335189381,0.0,62.0
4,0.32222222222222224,0.22963577776501817,0.4370401111047313,78.66721999885164,0.0,58.0
5,0.3111111111111111,0.21712729975826178,0.419674760990242,75.54145697824356,0.0,56.0
6,0.2777777777777778,0.22184328870795952,0.38869942213175757,69.96589598371636,0.0,50.0
7,0.37777777777777777,0.21125872782231228,0.48340714168893395,87.01328550400811,0.0,68.0
8,0.3111111111111111,0.21212108252678277,0.41717165237450254,75.09089742741045,0.0,56.0
9,0.26666666666666666,0.21056314582130703,0.37194823957732015,66.95068312391763,0.0,48.0
