User,TaskType,Selected_BS_List,CommDelay_s,CloudCompletion_SPTF_s,TotalDelay_s,Deadline_s
1,eMBB,6G_2 + WiFi_2,0.6763535523813088,0.6383720828571428,1.3147256352384515,2.0
2,eMBB,6G_2 + WiFi_3,0.6987684804716832,0.5210355857142857,1.2198040661859688,2.0
3,eMBB,6G_1 + WiFi_3,0.5996698340242321,0.32706215142857137,0.9267319854528036,2.0
4,eMBB,6G_1 + WiFi_3,0.4541446627458418,0.010919087142857144,0.465063749888699,2.0
5,eMBB,6G_1 + WiFi_2,0.6076375696513696,0.3470373342857142,0.9546749039370839,2.0
6,eMBB,6G_1 + WiFi_4,0.6834267066200783,0.655663847142857,1.3390905537629352,2.0
7,eMBB,6G_1 + WiFi_3,0.5174849541248464,0.1171220442857143,0.6346069984105607,2.0
8,eMBB,6G_2 + WiFi_4,0.5529414518590761,0.3123096428571428,0.8652510947162189,2.0
9,eMBB,6G_1 + WiFi_1,0.704887268967163,0.5930079728571429,1.297895241824306,2.0
10,eMBB,6G_2 + WiFi_2,0.6431881827924676,0.5595132085714286,1.2027013913638962,2.0
11,eMBB,6G_1 + WiFi_3,0.5470795827107151,0.19480456285714287,0.741884145567858,2.0
12,eMBB,6G_1 + WiFi_3,0.4970200566271189,0.08839611,0.5854161666271189,2.0
13,eMBB,6G_1 + WiFi_1,0.6528661877794694,0.42947006142857147,1.0823362492080408,2.0
14,eMBB,6G_2 + WiFi_2,0.6928864231883276,0.7329337714285714,1.425820194616899,2.0
15,eMBB,6G_1 + WiFi_3,0.5089398335499112,0.1212912642857143,0.6302310978356256,2.0
16,eMBB,6G_2 + WiFi_1,0.6685148518375336,0.48298036285714285,1.1514952146946764,2.0
17,eMBB,6G_2 + WiFi_3,0.6730301327207828,0.54845175,1.221481882720783,2.0
18,eMBB,6G_2 + WiFi_1,0.7239129390881818,0.6211840328571427,1.3450969719453245,2.0
19,eMBB,6G_1 + WiFi_1,0.49592333504642566,0.056401997142857145,0.5523253321892828,2.0
20,eMBB,6G_1 + WiFi_3,0.4954885290324976,0.09652061571428572,0.5920091447467833,2.0
21,eMBB,6G_1 + WiFi_3,0.5797649149411671,0.2880183428571428,0.8677832577983099,2.0
22,eMBB,6G_1 + WiFi_3,0.7101904087267055,0.6672939899999999,1.3774843987267054,2.0
23,eMBB,6G_2 + WiFi_4,0.5472737399433731,0.24058414285714286,0.787857882800516,2.0
24,eMBB,6G_1 + WiFi_4,0.5784632757499374,0.3074332328571428,0.8858965086070802,2.0
