seed,urllc_outage_ratio,average_embb_delay
0,0.2,0.1538659171104255
1,0.2,0.1506878276295196
2,0.2,0.1470948731904761
3,0.2,0.1756318867380952
4,0.2166666666666666,0.1492887026867258
5,0.2,0.15057565703939
6,0.2,0.1465286528373927
7,0.2,0.2009751305242172
8,0.2166666666666666,0.1616474430994381
9,0.2,0.1491206839793186
average,0.2033333333333333,0.15854167748349987
