seed,urllc_outage_ratio,average_embb_delay,average_cost,best_fitness,cv,cost_urllc
0,0.2,0.15386591711042558,0.27693295855521277,33.231955026625535,0.0,24.0
1,0.2,0.1506878276295196,0.2753439138147598,33.041269657771174,0.0,24.0
2,0.2,0.14709487319047618,0.2735474365952381,32.825692391428575,0.0,24.0
3,0.2,0.17563188673809524,0.28781594336904764,34.537913204285715,0.0,24.0
4,0.21666666666666667,0.14928870268672587,0.29131101801002957,34.95732216120355,0.0,26.0
5,0.2,0.15057565703939002,0.275287828519695,33.0345394223634,0.0,24.0
6,0.2,0.14652865283739278,0.2732643264186964,32.79171917024357,0.0,24.0
7,0.2,0.2009751305242172,0.30048756526210857,36.05850783145303,0.0,24.0
8,0.21666666666666667,0.16164744309943818,0.2974903882163858,35.698846585966294,0.0,26.0
9,0.2,0.1491206839793186,0.2745603419896593,32.94724103875912,0.0,24.0
