seed,urllc_outage_ratio,average_embb_delay
0,0.5066666666666667,0.34856884074285704
1,0.5066666666666667,0.3478051722285715
2,0.5066666666666667,0.3479110567089297
3,0.48,0.34809244802090006
4,0.5066666666666667,0.3492075062418581
average,0.5013333333333334,0.34831700478862326
