seed,urllc_outage_ratio,average_embb_delay
0,0.16666666666666666,0.14969017257202397
1,0.16666666666666666,0.1475427518480221
2,0.15,0.14646732093863796
3,0.16666666666666666,0.14584547676942217
4,0.15,0.14579431235714285
5,0.16666666666666666,0.14947570525712012
6,0.2,0.14711451314285715
7,0.15,0.16187300347219022
8,0.15,0.14756393301539122
9,0.15,0.14866308684601678
average,0.16166666666666663,0.14900302762188247
