seed,urllc_outage_ratio,average_embb_delay
0,0.25555555555555554,0.21067384725035668
1,0.25555555555555554,0.2112023897648358
2,0.26666666666666666,0.21004577714285716
3,0.26666666666666666,0.21227987342385185
4,0.28888888888888886,0.21161399642857145
average,0.2666666666666666,0.2111631768020946
