User,TaskType,Selected_BS_List,CommDelay_s,CloudCompletion_SPTF_s,TotalDelay_s,Deadline_s
1,eMBB,6G_1 + WiFi_1,0.640444967363,0.417199058571,1.05764402593,2
2,eMBB,6G_1 + WiFi_4,0.396065219982,0.35551989,0.751585109982,2
3,eMBB,6G_2 + WiFi_2,0.604235273748,0.238781305714,0.843016579462,2
4,eMBB,6G_2 + WiFi_2,0.37227015,0.394186744286,0.766456894286,2
5,eMBB,6G_1 + WiFi_1,0.489560907133,0.3720288,0.861589707133,2
6,eMBB,6G_1 + WiFi_3,0.461982366079,0.333749648571,0.795732014651,2
7,eMBB,6G_1 + WiFi_1,1.49577032083,0.383070458571,1.8788407794,2
8,eMBB,6G_2 + WiFi_2,0.468691150704,0.184424412857,0.653115563561,2
9,eMBB,6G_1 + WiFi_3,0.262481655172,0.125054442857,0.38753609803,2
10,eMBB,6G_1 + WiFi_2,0.914870666011,0.399834222857,1.31470488887,2
11,eMBB,6G_2 + WiFi_3,0.552344395303,0.31750884,0.869853235303,2
12,eMBB,6G_1 + WiFi_3,0.325585703677,0.116433287143,0.44201899082,2
13,eMBB,6G_1 + WiFi_4,1.14281556515,0.429104562857,1.57192012801,2
14,eMBB,6G_1 + WiFi_1,0.371337035294,0.259239985714,0.630577021008,2
15,eMBB,6G_2 + WiFi_2,0.518192119956,0.344607921429,0.862800041384,2
16,eMBB,6G_1 + WiFi_4,1.12011345581,0.40550532,1.52561877581,2
17,eMBB,6G_1 + WiFi_4,0.299837927719,0.112127211429,0.411965139148,2
18,eMBB,6G_1 + WiFi_3,0.77965774089,0.00365790857143,0.783315649461,2
19,eMBB,6G_1 + WiFi_1,0.384920470588,0.30134181,0.686262280588,2
20,eMBB,6G_2 + WiFi_2,0.39089794945,0.0950404714286,0.485938420879,2
21,eMBB,6G_2 + WiFi_2,0.437426907697,0.146958287143,0.584385194839,2
22,eMBB,6G_1 + WiFi_1,0.523058471757,0.170080208571,0.693138680328,2
23,eMBB,6G_1 + WiFi_1,0.676391661653,0.243857601429,0.920249263082,2
24,eMBB,6G_1 + WiFi_4,0.440356166577,0.35004981,0.790405976577,2
25,eMBB,6G_2 + WiFi_2,0.401518371736,0.0419029285714,0.443421300308,2
26,eMBB,6G_1 + WiFi_3,0.324841489655,0.295986145714,0.620827635369,2
27,eMBB,6G_2 + WiFi_1,0.757598357311,0.328325014286,1.0859233716,2
28,eMBB,6G_1 + WiFi_1,0.365505882353,0.248943137143,0.614449019496,2
29,eMBB,6G_1 + WiFi_1,0.445168546745,0.322912118571,0.768080665316,2
30,eMBB,6G_2 + WiFi_1,0.459263583021,0.160616987143,0.619880570164,2
31,eMBB,sat2,2.92185747518,0.138086661429,3.05994413661,2
32,eMBB,sat1,0.399933258189,0.01497012,0.414903378189,2
