User,TaskType,Selected_BS,CommDelay_s,Deadline_s,CPU_Time_s,Residual_Deadline_for_MH_s,OnTime_Under_MH
1,URLLC,6G_1,0.0012705450809973925,0.003090183035417,1.8348e-05,0.0018012899544196073,1
2,URLLC,6G_1,0.001075310350451648,0.0044265938925022,1.5576e-05,0.0033357075420505523,1
3,URLLC,WiFi_4,0.0007063340495078916,0.0038778603334262,1.1616e-05,0.0031599102839183087,1
4,URLLC,6G_1,0.0012007678756742611,0.004255879694364,1.7292e-05,0.003037819818689739,1
5,URLLC,6G_1,0.0005112848912458298,0.0038812701427783,7.326e-06,0.00336265925153247,1
6,URLLC,WiFi_3,0.0011524927339101583,0.0038195025516812,1.8942e-05,0.0026480678177710415,1
7,URLLC,6G_2,0.0013173024975408312,0.0045787261535037,2.0064e-05,0.0032413596559628687,1
8,URLLC,6G_2,0.0016152759463545522,0.0041980463587306,2.3958e-05,0.002558812412376048,1
9,URLLC,6G_2,0.0011638312620625634,0.0042157303261846,1.749e-05,0.0030344090641220367,1
10,URLLC,WiFi_2,0.0006000654457344643,0.0043469682418564,9.9e-06,0.0037370027961219354,1
11,URLLC,6G_1,0.0008382487889979303,0.0039084062333808,1.188e-05,0.0030582774443828693,1
12,URLLC,6G_2,0.000843060321924962,0.0037692925102472,1.2804e-05,0.002913428188322238,1
13,URLLC,WiFi_1,0.001367173632525508,0.0031860818977156,2.2308e-05,0.001796600265190092,1
14,URLLC,6G_1,0.0017532832371151177,0.0048839865952004,2.5278e-05,0.003105425358085282,1
15,URLLC,6G_1,0.0006585119403032395,0.0036528504807663,9.504e-06,0.0029848345404630606,1
16,URLLC,6G_1,0.0008065237185135138,0.0040033188989012,1.1682e-05,0.003185113180387686,1
17,URLLC,WiFi_1,0.0011832848547541535,0.0043158688642853,1.9932e-05,0.0031126520095311467,1
18,URLLC,6G_2,0.0016927992204426665,0.0049522937873571,2.5146e-05,0.0032343485669144327,1
19,URLLC,WiFi_2,0.0005421406700072576,0.0035883827871324,9.108e-06,0.0030371341171251424,1
20,URLLC,6G_2,0.0013418179994934597,0.004427459623823,2.0262e-05,0.0030653796243295403,1
21,URLLC,6G_1,0.0010903404310958834,0.0032264220235089,1.5774e-05,0.0021203075924130167,1
22,URLLC,WiFi_1,0.0004622088665494341,0.0035898220152234,7.656e-06,0.003119957148673966,1
23,URLLC,6G_2,0.0011005031774793822,0.0042990972828771,1.6698e-05,0.0031818961053977184,1
24,URLLC,WiFi_3,0.0012830430581911895,0.0049104320484427,2.1648e-05,0.00360574099025151,1
25,URLLC,WiFi_4,0.0011889733142530366,0.0032162305342734,1.98e-05,0.0020074572200203633,1
26,URLLC,WiFi_4,0.0014022200787392448,0.0049226584467273,2.343e-05,0.003497008367988055,1
27,URLLC,WiFi_4,0.0013864670543935968,0.0036599301401039,2.3034e-05,0.0022504290857103034,1
28,URLLC,WiFi_3,0.0008955001874737913,0.0031084479068658,1.5048e-05,0.0021978997193920088,1
29,URLLC,WiFi_3,0.0013868492935609539,0.0046739061537027,2.277e-05,0.003264286860141746,1
30,URLLC,WiFi_1,0.0014751741847159109,0.0045494791536335,2.4882e-05,0.0030494229689175894,1
31,URLLC,6G_2,0.001139063311596362,0.0030489177150521,1.7028e-05,0.0018928264034557378,1
32,URLLC,6G_2,0.0006122184578668222,0.0049512258091675,9.108e-06,0.004329899351300678,1
33,URLLC,WiFi_3,0.0007929202506944494,0.0036245458832079,1.3134e-05,0.0028184916325134503,1
34,URLLC,6G_1,0.001544456066669941,0.0045949041955379,2.211e-05,0.0030283381288679586,1
35,URLLC,WiFi_4,0.0013203021652310064,0.0042641127991121,2.2176e-05,0.0029216346338810932,1
36,URLLC,WiFi_4,0.0008735313667035022,0.0046651435959866,1.452e-05,0.0037770922292830983,1
37,URLLC,WiFi_4,0.0004499371403767432,0.0045264172728291,7.326e-06,0.0040691541324523565,1
38,URLLC,WiFi_4,0.0014071105102191463,0.0033386663973678,2.376e-05,0.0019077958871486535,1
39,URLLC,6G_2,0.001111402091569504,0.0047084122833281,1.6698e-05,0.0035803121917585964,1
40,URLLC,WiFi_3,0.0011971768105960684,0.0044950542409549,2.0262e-05,0.0032776154303588317,1
41,URLLC,sat1,0.0003194915291420794,0.0049410929287287,2.2638e-05,0.00459896339958662,1
42,URLLC,sat2,0.00028299168194137616,0.0033396380056047,1.9536e-05,0.003037110323663324,1
43,URLLC,sat1,0.0003108045530366327,0.0036247191936077,2.244e-05,0.0032914746405710675,1
44,URLLC,sat2,0.00042797423064426645,0.0030836304054524,2.6268e-05,0.0026293881748081335,1
45,URLLC,sat2,0.00012877156969363677,0.0042676078451281,8.316e-06,0.004130520275434463,1
46,URLLC,sat1,0.000258172006789122,0.0048494230032802,1.7622e-05,0.004573628996491078,1
47,URLLC,sat2,0.00011626957430409368,0.0032919665643957,7.656e-06,0.003168040990091606,1
48,URLLC,sat1,0.00013320880971208848,0.0049522383202956,9.504e-06,0.004809525510583512,1
49,URLLC,sat1,0.00031472338061481564,0.0043558877203639,2.1978e-05,0.004019186339749084,1
50,URLLC,sat2,0.00025801811252908414,0.0030855396538095,1.716e-05,0.002810361541280416,1
51,URLLC,sat2,0.0002169942060478508,0.003169290730453,1.2276e-05,0.0029400205244051493,1
52,URLLC,sat2,0.00029825816805989725,0.0031153086505127,2.0592e-05,0.002796458482452803,1
53,URLLC,sat1,0.00010175321783464713,0.0049890936742018,7.128e-06,0.0048802124563671525,1
54,URLLC,sat1,0.00037867264799258725,0.0046044766923788,2.6202e-05,0.004199602044386212,1
55,URLLC,sat2,0.00016048793693395198,0.0037235535710028,9.768e-06,0.003553297634068848,1
56,URLLC,sat1,0.00037918651645671366,0.0037694001002591,2.6268e-05,0.0033639455838023863,1
57,URLLC,sat2,0.0001589782337174974,0.0037327635035896,9.9e-06,0.0035638852698721027,1
58,URLLC,sat1,0.0001791321497797773,0.0045942009728886,1.254e-05,0.004402528823108823,1
59,URLLC,sat2,0.00016864770067204666,0.0035776631568008,1.0956e-05,0.0033980594561287534,1
60,URLLC,sat1,0.0002533478035244175,0.0041205361097949,1.749e-05,0.0038496983062704824,1
61,URLLC,sat1,0.00037330364495855717,0.0042275964777326,2.3562e-05,0.003830730832774043,1
62,URLLC,sat1,0.00020804359851957173,0.0045820421970233,1.4652e-05,0.004359346598503728,1
63,URLLC,sat1,0.00025425000931772956,0.0045335935197673,1.8018e-05,0.0042613255104495705,1
64,URLLC,sat2,0.00018965830523350315,0.0043084950421036,1.2276e-05,0.004106560736870097,1
65,URLLC,sat1,0.00030812172005173445,0.0035189047879244,2.0922e-05,0.0031898610678726654,1
66,URLLC,sat2,0.00022432036132843348,0.0034320448792225,1.3266e-05,0.0031944585178940665,1
67,URLLC,sat1,0.00022243883160450134,0.0045339985694879,1.5576e-05,0.004295983737883398,1
68,URLLC,sat2,0.00022418636348794178,0.0042502029233925,1.5246e-05,0.004010770559904559,1
69,URLLC,sat2,0.00021022813775380125,0.003288791763805,1.386e-05,0.0030647036260511985,1
70,URLLC,sat2,0.00019449566674426962,0.00329867745748,1.353e-05,0.0030906517907357306,1
71,URLLC,sat2,0.0001525198304449823,0.0046645188425649,1.0296e-05,0.004501703012119918,1
72,URLLC,sat2,0.0002229104906644656,0.0033634451369051,1.551e-05,0.003125024646240635,1
73,URLLC,sat1,0.0003558976826397173,0.004723896325328,2.475e-05,0.004343248642688283,1
74,URLLC,sat2,0.0002786087362548719,0.0035790503542216,1.8678e-05,0.003281763617966728,1
75,URLLC,sat1,0.0002286454884899191,0.0044794521191156,1.5972e-05,0.004234834630625681,1
76,URLLC,sat1,0.0003192157003291812,0.0043758596052047,2.178e-05,0.004034863904875519,1
77,URLLC,sat2,0.00013904989555140455,0.0042112302823934,8.514e-06,0.004063666386841996,1
78,URLLC,sat1,0.00023133657571900742,0.0030343856033645,1.6302e-05,0.0027867470276454922,1
79,URLLC,sat2,0.00021201867685778067,0.0031489181394133,1.3992e-05,0.0029229074625555193,1
80,URLLC,sat2,0.0002395267022265215,0.0043548492476828,1.5642e-05,0.004099680545456279,1
81,URLLC,WiFi_2,0.0013481301271436677,0.0048814377333661,2.2704e-05,0.0035106036062224327,1
82,URLLC,WiFi_2,0.0005109287293960234,0.0037887313111144,8.448e-06,0.0032693545817183765,1
83,URLLC,6G_2,0.0013126281761683925,0.004584380269836,1.98e-05,0.0032519520936676073,1
84,URLLC,6G_2,0.0017029283016856385,0.0037273297612406,2.4816e-05,0.0019995854595549617,1
85,URLLC,6G_2,0.0008225190500947372,0.0035467472257072,1.2342e-05,0.002711886175612463,1
86,URLLC,WiFi_4,0.00046209700015615175,0.0040436696049943,7.788e-06,0.0035737846048381483,1
87,URLLC,6G_1,0.0015770635585773084,0.0043095245236942,2.2704e-05,0.0027097569651168916,1
88,URLLC,WiFi_3,0.00077839547240047,0.0033211993189011,1.2936e-05,0.00252986784650063,1
89,URLLC,6G_2,0.00044033697867475294,0.0032542806249839,6.666e-06,0.002807277646309147,1
90,URLLC,6G_2,0.0005037913597705593,0.0038858453032176,7.392e-06,0.0033746619434470407,1
91,URLLC,6G_1,0.0005119100999807003,0.0049938002729954,7.392e-06,0.0044744981730147,1
92,URLLC,6G_1,0.0010202443675745466,0.0035630610178514,1.4718e-05,0.002528098650276853,1
93,URLLC,6G_2,0.0006023749799639761,0.0032232057934324,9.042e-06,0.002611788813468424,1
94,URLLC,6G_1,0.0010223207643601086,0.0049510820083156,1.4784e-05,0.003913977243955491,1
95,URLLC,6G_1,0.0007707237393094208,0.0047445398541601,1.1088e-05,0.003962728114850679,1
96,URLLC,WiFi_3,0.0003929229236946761,0.0039243904793191,6.666e-06,0.003524801555624424,1
97,URLLC,6G_1,0.0006217396641123468,0.0030062865359591,8.91e-06,0.002375636871846753,1
98,URLLC,WiFi_2,0.0010822640034806501,0.0045350536041951,1.815e-05,0.0034346396007144497,1
99,URLLC,WiFi_1,0.0004387087266346302,0.0040216043869152,7.392e-06,0.0035755036602805696,1
100,URLLC,6G_1,0.0015195201793738854,0.0037623560606743,2.1912e-05,0.0022209238813004147,1
101,URLLC,WiFi_2,0.0007297673502760424,0.0040906199404265,1.2012e-05,0.003348840590150457,1
102,URLLC,6G_2,0.0005074136335388226,0.0035204883227038,7.59e-06,0.0030054846891649774,1
103,URLLC,sat1,0.00034744200588222515,0.0047412181457134,2.4354e-05,0.004369422139831175,1
104,URLLC,WiFi_2,0.0012370044812946234,0.0031219225436638,2.0922e-05,0.0018639960623691764,1
105,URLLC,WiFi_3,0.0013877717933517076,0.004367891050089,2.2638e-05,0.0029574812567372925,1
106,URLLC,WiFi_2,0.00042172811646032685,0.0046005988275238,6.93e-06,0.004171940711063474,1
107,URLLC,WiFi_2,0.0014123272898563938,0.0034514776095502,2.3826e-05,0.0020153243196938063,1
108,URLLC,6G_1,0.0010301162047889761,0.0045476291322108,1.485e-05,0.003502662927421824,1
109,URLLC,WiFi_1,0.0011557687733527076,0.0038874277542583,1.9734e-05,0.0027119249809055925,1
110,URLLC,6G_2,0.00086117939607027,0.0030533675009878,1.3134e-05,0.0021790541049175297,1
111,URLLC,6G_2,0.0008796465046468661,0.0039098657085026,1.353e-05,0.003016689203855734,1
112,URLLC,WiFi_1,0.0007074385001742612,0.004918476473775,1.1814e-05,0.004199223973600739,1
113,URLLC,WiFi_1,0.0008397842813115529,0.0046741824931427,1.3926e-05,0.0038204722118311473,1
114,URLLC,6G_1,0.0011738242992351522,0.0044274272152445,1.6896e-05,0.003236706916009347,1
115,URLLC,6G_1,0.0006128893703429947,0.0033030258557983,8.778e-06,0.0026813584854553053,1
116,URLLC,6G_1,0.0007718042904925919,0.0034847749598748,1.1022e-05,0.002701948669382208,1
117,URLLC,6G_1,0.0008371389014154378,0.0046903136392723,1.2012e-05,0.003841162737856862,1
118,URLLC,6G_2,0.0014332653236283292,0.0048414729016959,2.1516e-05,0.00338669157806757,1
119,URLLC,6G_2,0.0013304831105537373,0.0044679624561389,1.9932e-05,0.0031175473455851625,1
120,URLLC,WiFi_1,0.0006510522436926021,0.0034540536941704,1.089e-05,0.0027921114504777978,1
