seed,urllc_outage_ratio,average_embb_delay,average_cost,best_fitness,cv,cost_urllc
0,0.13333333333333333,0.14463834962590552,0.8226100325851443,24.67830097755433,0.0,4.0
1,0.15,0.14505433499999995,0.8901086699999999,26.703260099999998,0.0,4.5
2,0.16666666666666666,0.14610294356414943,0.9588725537949655,28.766176613848966,0.0,5.0
3,0.13333333333333333,0.14465131364285716,0.8226359606190476,24.67907881857143,0.0,4.0
4,0.15,0.14412659128571428,0.8882531825714286,26.647595477142858,0.0,4.5
