seed,urllc_outage_ratio,average_embb_delay,average_cost,best_fitness,cv,cost_urllc
0,0.47333333333333333,0.6620472765089266,0.8043569715877966,241.307091476339,0.0,142.0
1,0.52,0.5492994440091515,0.7946497220045757,238.39491660137273,0.0,156.0
2,0.48,0.6066170644752613,0.7833085322376306,234.9925596712892,0.0,144.0
3,0.5133333333333333,0.5611385116683802,0.7939025891675234,238.17077675025703,0.0,154.0
4,0.52,0.5614274806466087,0.8007137403233043,240.2141220969913,0.0,156.0
5,0.5266666666666666,0.4794145506395811,0.7663739419864573,229.91218259593717,0.0,158.0
6,0.48,0.6020546982380784,0.7810273491190393,234.30820473571177,0.0,144.0
7,0.5133333333333333,0.5347535963156131,0.7807101314911399,234.21303944734197,0.0,154.0
8,0.5133333333333333,0.5632941915330741,0.7949804290998704,238.49412872996112,0.0,154.0
9,0.5133333333333333,0.5186781968198898,0.7726724317432783,231.80172952298346,0.0,154.0
