case,satellite_gain_dbi,user_gain_dbi,user_index,satellite_index,legacy_formula_rate_bps,standard_friis_rate_bps,legacy_formula_snr_db,standard_friis_snr_db
sat60_user50,60.0,50.0,46,0,2515122.116709969,14462594.525471685,12.374405687508043,72.56124588074255
sat60_user50,60.0,50.0,46,1,3303367.160106778,15277577.988597741,16.476881739723,76.6501538338062
sat60_user50,60.0,50.0,47,0,3735103.2394915377,15719941.663871877,18.681191229321268,78.8695661255484
sat60_user50,60.0,50.0,47,1,4034988.476575511,16020064.209076764,20.202959366113507,80.37533095008422
sat60_user50,60.0,50.0,48,0,1490131.452132929,13314153.199753437,6.620708182642751,66.79932375901166
sat60_user50,60.0,50.0,48,1,3298058.608427449,15272177.59634687,16.449646527156425,76.62305916562067
sat60_user50,60.0,50.0,49,0,4758859.785805952,16752342.7842125,23.858165432906553,84.04929457778914
sat60_user50,60.0,50.0,49,1,3715090.795168711,15702423.17385062,18.579409082319295,78.78167294147757
sat60_user50,60.0,50.0,50,0,3199655.331236436,15171589.228053087,15.944082786545353,76.1183905527859
sat60_user50,60.0,50.0,50,1,2891420.901326482,14859029.796167513,14.350094457706426,74.55022776619961
sat60_user50,60.0,50.0,51,0,1477706.3445359918,13297870.969453162,6.544676524905535,66.71763307983498
sat60_user50,60.0,50.0,51,1,4358555.083017841,16347862.413818823,21.839254278118254,82.01994916517748
sat60_user50,60.0,50.0,52,0,3943648.469792101,15934357.612095248,19.74007636174351,79.94532667064301
sat60_user50,60.0,50.0,52,1,3994080.880806861,15979344.414929477,19.99571296605864,80.171032957239
