rat_id,rat_name,rat_type,link_direction,used_bandwidth_total,used_bandwidth_urllc,used_bandwidth_embb,capacity,utilization_total,utilization_urllc,utilization_embb,connected_urllc_count,connected_embb_count
0,6G_1,6G,uplink,148643250.44602853,45690735.083857,102952515.36217155,300000000.0,0.4954775014867618,0.15230245027952333,0.3431750512072385,17,42
1,6G_2,6G,uplink,78430817.74155344,33259992.952503253,45170824.789050184,300000000.0,0.2614360591385115,0.11086664317501084,0.15056941596350062,15,18
2,WiFi_1,WiFi,uplink,17632012.180250697,6087112.963585643,11544899.216665056,160000000.0,0.11020007612656686,0.03804445602241027,0.0721556201041566,4,11
3,WiFi_2,WiFi,uplink,45283095.27032071,12777265.813585654,32505829.45673506,160000000.0,0.28301934543950447,0.07985791133491034,0.2031614341045941,11,29
4,WiFi_3,WiFi,uplink,22039501.08830715,7559021.630049508,14480479.458257642,160000000.0,0.13774688180191969,0.04724388518780943,0.09050299661411026,4,11
5,WiFi_4,WiFi,uplink,16005674.612298198,7170666.9092462445,8835007.703051953,160000000.0,0.10003546632686373,0.04481666818278903,0.0552187981440747,7,9
6,Satellite_1,Satellite,uplink,12913752.023704303,6209554.035967246,6704197.987737058,20000000.0,0.6456876011852152,0.31047770179836226,0.33520989938685286,17,18
7,Satellite_2,Satellite,uplink,10780770.598676767,4322999.088205922,6457771.510470845,20000000.0,0.5390385299338384,0.2161499544102961,0.3228885755235422,15,18
8,Satellite_1_down,Satellite,downlink,7562006.249771664,0.0,7562006.249771664,10000000.0,0.7562006249771664,0.0,0.7562006249771664,0,18
9,Satellite_2_down,Satellite,downlink,6843503.238857248,0.0,6843503.238857248,10000000.0,0.6843503238857248,0.0,0.6843503238857248,0,18
