seed,urllc_outage_ratio,average_embb_delay
0,0.15,0.2755490793893365
1,0.1666666666666666,0.2920831176584473
2,0.15,0.2017565454600585
3,0.1666666666666666,0.2567795159884606
4,0.1333333333333333,0.2524873186169115
5,0.15,0.2517216297572461
6,0.1166666666666666,0.2940942844991156
7,0.1333333333333333,0.3027914920128604
8,0.1666666666666666,0.2045028015620816
9,0.1166666666666666,0.2706893461829274
average,0.14499999999999996,0.2602455131127446
