User,TaskType,Selected_BS,CommDelay_s,Deadline_s,CPU_Time_s,Residual_Deadline_for_MH_s,OnTime_Under_MH
1,URLLC,6G_1,6.4524426702e-05,0.0035579778022,2.0262e-05,0.0034934533755,1
2,URLLC,6G_1,2.26458857776e-05,0.00402593768548,7.128e-06,0.0040032917997,1
3,URLLC,6G_1,6.89806962073e-05,0.00472781657704,2.1846e-05,0.00465883588084,1
4,URLLC,6G_2,5.08293582774e-05,0.00347575992756,1.5972e-05,0.00342493056928,1
5,URLLC,6G_2,6.24958390319e-05,0.00448557492309,1.9206e-05,0.00442307908406,1
6,URLLC,6G_1,6.85945840485e-05,0.00494024450131,2.145e-05,0.00487164991726,1
7,URLLC,WiFi_1,0.000137222514359,0.00346379523535,1.9866e-05,0.00332657272099,1
8,URLLC,6G_1,5.43859802719e-05,0.00454220286508,1.683e-05,0.00448781688481,1
9,URLLC,WiFi_1,0.000133560776758,0.00357326853501,1.9206e-05,0.00343970775825,1
10,URLLC,6G_1,7.52383523299e-05,0.00342740953648,2.2836e-05,0.00335217118415,1
11,URLLC,6G_2,7.56632575664e-05,0.00495598145464,2.3694e-05,0.00488031819707,1
12,URLLC,WiFi_3,0.000181104025069,0.00444894677862,2.5872e-05,0.00426784275355,1
13,URLLC,6G_2,3.8062565034e-05,0.00469428468033,1.188e-05,0.0046562221153,1
14,URLLC,6G_1,3.60148289078e-05,0.00420562252332,1.1286e-05,0.00416960769441,1
15,URLLC,6G_1,8.28609500951e-05,0.00314209846718,2.5872e-05,0.00305923751709,1
16,URLLC,WiFi_2,0.000110188457769,0.00478356406126,1.5774e-05,0.00467337560349,1
17,URLLC,WiFi_3,0.000154938017401,0.00349104278094,2.2572e-05,0.00333610476354,1
18,URLLC,6G_2,7.88756159172e-05,0.00395590052079,2.4552e-05,0.00387702490488,1
19,URLLC,WiFi_1,0.000147719805012,0.00460017620101,2.145e-05,0.004452456396,1
20,URLLC,6G_1,3.41007059425e-05,0.00337642523691,1.0626e-05,0.00334232453096,1
21,URLLC,WiFi_2,6.14095535157e-05,0.0036182704532,9.042e-06,0.00355686089969,1
22,URLLC,WiFi_4,0.000119304440072,0.00396348907573,1.7886e-05,0.00384418463566,1
23,URLLC,6G_1,7.65685024478e-05,0.00349630437554,2.409e-05,0.00341973587309,1
24,URLLC,WiFi_1,8.47212041115e-05,0.00390085115188,1.2474e-05,0.00381612994777,1
25,URLLC,6G_2,4.61597801907e-05,0.00457309105816,1.419e-05,0.00452693127797,1
26,URLLC,6G_1,2.55648689981e-05,0.00305100319635,8.052e-06,0.00302543832735,1
27,URLLC,6G_2,5.7702656279e-05,0.00437099859405,1.7886e-05,0.00431329593777,1
28,URLLC,6G_2,6.68754307129e-05,0.00352565546963,1.9866e-05,0.00345878003892,1
29,URLLC,6G_2,4.26421357878e-05,0.00376462074934,1.3266e-05,0.00372197861356,1
30,URLLC,WiFi_4,0.000116367635221,0.00352771513517,1.716e-05,0.00341134749995,1
31,URLLC,6G_1,7.45769500399e-05,0.00390427155987,2.3034e-05,0.00382969460983,1
32,URLLC,WiFi_3,8.66736619133e-05,0.00419245415319,1.254e-05,0.00410578049128,1
33,URLLC,WiFi_3,4.91702247767e-05,0.0034704435418,7.326e-06,0.00342127331703,1
34,URLLC,WiFi_2,0.000130536619968,0.0041776793414,1.9338e-05,0.00404714272143,1
35,URLLC,6G_1,6.2867562819e-05,0.00445469725398,1.9338e-05,0.00439182969116,1
36,URLLC,WiFi_3,0.000180334556959,0.00307787941936,2.6202e-05,0.0028975448624,1
37,URLLC,WiFi_2,0.000116786521348,0.00451624843025,1.7028e-05,0.0043994619089,1
38,URLLC,6G_1,3.34807722773e-05,0.00436025486634,1.0296e-05,0.00432677409407,1
39,URLLC,WiFi_4,0.000151153868618,0.0047606136186,2.145e-05,0.00460945974998,1
40,URLLC,WiFi_4,4.53202612006e-05,0.00392954827973,6.666e-06,0.00388422801853,1
41,URLLC,6G_2,7.24814678434e-05,0.00336936299486,2.2374e-05,0.00329688152702,1
