User,TaskType,Selected_BS_List,CommDelay_s,CloudCompletion_SPTF_s,TotalDelay_s,Deadline_s
1,eMBB,6G_2 + WiFi_3,0.012811317695,0.13828683,0.151098147695,2
2,eMBB,6G_1 + WiFi_1,0.0129260605457,0.231101828571,0.244027889117,2
3,eMBB,6G_1 + WiFi_2,0.0163014855136,0.568066667143,0.584368152656,2
4,eMBB,6G_1 + WiFi_3,0.0145376641515,0.390124868571,0.404662532723,2
5,eMBB,6G_1 + WiFi_2,0.0164420539358,0.605486262857,0.621928316793,2
6,eMBB,6G_2 + WiFi_4,0.0141110354834,0.333691144286,0.347802179769,2
7,eMBB,6G_1 + WiFi_1,0.0149816509636,0.414366197143,0.429347848106,2
8,eMBB,6G_1 + WiFi_1,0.0153846300026,0.44896962,0.464354250003,2
9,eMBB,6G_2 + WiFi_4,0.013973982092,0.288072934286,0.302046916378,2
10,eMBB,6G_2 + WiFi_3,0.0157429391735,0.510383751429,0.526126690602,2
11,eMBB,6G_2 + WiFi_2,0.017869616294,0.745697605714,0.763567222008,2
12,eMBB,6G_1 + WiFi_2,0.0181032548298,0.804068194286,0.822171449115,2
13,eMBB,6G_1 + WiFi_4,0.0165299617255,0.594727225714,0.61125718744,2
14,eMBB,6G_2 + WiFi_4,0.0182286506099,0.839799604286,0.858028254896,2
15,eMBB,6G_2 + WiFi_2,0.0129324770761,0.239684232857,0.252616709933,2
16,eMBB,6G_2 + WiFi_3,0.0130561848627,0.209699584286,0.222755769148,2
17,eMBB,6G_2 + WiFi_1,0.0140388887579,0.310704475714,0.324743364472,2
18,eMBB,6G_1 + WiFi_3,0.0163463655294,0.552116494286,0.568462859815,2
19,eMBB,6G_1 + WiFi_1,0.0154873273282,0.505219015714,0.520706343043,2
20,eMBB,6G_1 + WiFi_2,0.0111274209594,0.0108852857143,0.0220127066737,2
21,eMBB,6G_2 + WiFi_2,0.0132289556521,0.257013428571,0.270242384223,2
22,eMBB,6G_1 + WiFi_4,0.0131994580447,0.226815882857,0.240015340902,2
23,eMBB,6G_1 + WiFi_4,0.018018351745,0.774655341429,0.792673693174,2
24,eMBB,6G_1 + WiFi_2,0.0117827177789,0.0787655785714,0.0905482963503,2
25,eMBB,6G_2 + WiFi_4,0.0153257801412,0.458974512857,0.474300292998,2
