outer_iteration,seed,urllc_outage_ratio,average_embb_delay,average_cost,best_fitness,cv,cost_urllc
0,42,0.2222222222222222,0.21220828488071392,0.3283263646625792,59.09874563926425,0.0,40.0
1,42,0.2222222222222222,0.21391264064625984,0.3291785425453521,59.252137658163385,0.0,40.0
2,42,0.2111111111111111,0.21499992681486116,0.31861107451854165,57.3499934133375,0.0,38.0
