outer_iteration,seed,urllc_outage_ratio,average_embb_delay,average_cost,best_fitness,cv,cost_urllc
0,42,0.375,0.2848110930269911,0.5174055465134956,124.17733116323893,0.0,90.0
1,42,0.375,0.2801085346428571,0.5150542673214286,123.61302415714286,0.0,90.0
1,42,0.375,0.2796736586785713,0.5148368293392857,123.56083904142855,0.0,90.0

