seed,generation_0,generation_200,generation_400,generation_600,generation_800,generation_1000
0,40.20824890282567,26.773387209639225,22.68145690393306,20.36272395309173,18.337059959639248,18.30509199759089
1,36.134920391558126,24.016510724627004,20.030943887106165,17.60044326843645,15.537613131217789,15.52729664960912
2,42.428185600558415,27.845568935713114,25.110027458804183,22.53495768255616,18.75328795362709,18.469176572873877
3,41.80836827155792,27.89583568183872,23.677614386446976,20.628024574702266,19.11348750341522,16.5457892112169
4,38.42755987576358,26.97458054223098,22.403172162087944,20.950194837301908,18.950262764899982,16.544097015770113
5,41.11270569954577,23.58297018253908,21.5513047846704,18.96040759483607,18.633340730201287,17.75178255882957
6,40.652379069219265,24.12114960148711,19.768114975115164,17.78219333818431,17.47115600907289,17.149159011312726
7,38.769261219239205,27.91756539467604,20.49662773040203,20.430562179172036,18.91470209720731,18.913396341377556
8,41.057844907342705,24.83923785931856,22.76734656252406,20.774926706887914,20.325276601719644,18.20842596355957
9,43.34590065409708,24.941962650297544,20.037770726253733,19.998399348451322,18.34200455603856,16.78634101377991
average,40.39453745917077,25.890876878236742,21.852437957734374,20.00228334836202,18.437819130703907,17.42005563359202
