seed,urllc_outage_ratio,average_embb_delay
0,0.0666666666666666,0.1717515332931815
1,0.05,0.1587882774934853
2,0.0666666666666666,0.1744862762145646
3,0.05,0.1757631535202816
4,0.0666666666666666,0.1424016169295018
5,0.0666666666666666,0.1625297093138261
6,0.0333333333333333,0.2191526501885454
7,0.0833333333333333,0.1485566056896259
8,0.05,0.2034737660593261
9,0.05,0.1797723502296652
average,0.058333333333333307,0.17366759389320033
