seed,urllc_outage_ratio,average_embb_delay,average_cost,best_fitness,cv,cost_urllc
0,0.1,0.14440424128571427,0.17220212064285711,20.664254477142855,0.0,12.0
1,0.06666666666666667,0.1434270614523464,0.13838019739283988,16.605623687140785,0.0,8.0
2,0.05,0.1428070897142857,0.12140354485714286,14.568425382857143,0.0,6.0
3,0.1,0.14304225214285712,0.17152112607142858,20.58253512857143,0.0,12.0
4,0.1,0.14294192557142854,0.17147096278571425,20.57651553428571,0.0,12.0
