user_id,user_type,rat_id,rat_name,rat_type,selected,uplink_rate,downlink_rate,effective_e2e_rate
0,URLLC,0,6G_1,6G,1,79315149.35649186,40000000.0,40000000.0
1,URLLC,0,6G_1,6G,1,56773373.335993886,40000000.0,40000000.0
2,URLLC,0,6G_1,6G,1,96560506.53811634,40000000.0,40000000.0
3,URLLC,0,6G_1,6G,1,60037877.25292834,40000000.0,40000000.0
4,URLLC,0,6G_1,6G,1,50049375.483210415,40000000.0,40000000.0
5,URLLC,0,6G_1,6G,1,32526692.60716952,40000000.0,32526692.60716952
6,URLLC,1,6G_2,6G,1,95988469.88559355,40000000.0,40000000.0
7,URLLC,0,6G_1,6G,1,32156494.698637903,40000000.0,32156494.698637903
8,URLLC,0,6G_1,6G,1,53713059.54857903,40000000.0,40000000.0
9,URLLC,1,6G_2,6G,1,45162915.64491279,40000000.0,40000000.0
10,URLLC,1,6G_2,6G,1,39977049.83810878,40000000.0,39977049.83810878
11,URLLC,1,6G_2,6G,1,77023785.87617709,40000000.0,40000000.0
12,URLLC,1,6G_2,6G,1,28488024.94154701,40000000.0,28488024.94154701
13,URLLC,1,6G_2,6G,1,55671560.100431204,40000000.0,40000000.0
14,URLLC,0,6G_1,6G,1,37730724.72117669,40000000.0,37730724.72117669
15,URLLC,1,6G_2,6G,1,43399726.14596419,40000000.0,40000000.0
16,URLLC,0,6G_1,6G,1,68910093.17240049,40000000.0,40000000.0
17,URLLC,1,6G_2,6G,1,62334668.04970721,40000000.0,40000000.0
18,URLLC,0,6G_1,6G,1,84318452.6685565,40000000.0,40000000.0
19,URLLC,1,6G_2,6G,1,70617686.73765883,40000000.0,40000000.0
20,URLLC,6,Satellite_1,Satellite,1,3718434.421195177,14411738.088085657,3718434.421195177
21,URLLC,6,Satellite_1,Satellite,1,3604536.585695021,14411738.088085657,3604536.585695021
22,URLLC,6,Satellite_1,Satellite,1,6632041.411114294,14411738.088085657,6632041.411114294
23,URLLC,6,Satellite_1,Satellite,1,3441045.223070082,14411738.088085657,3441045.223070082
24,URLLC,6,Satellite_1,Satellite,1,6168233.243820243,14411738.088085657,6168233.243820243
25,URLLC,6,Satellite_1,Satellite,1,1309176.5616839894,14411738.088085657,1309176.5616839894
26,URLLC,6,Satellite_1,Satellite,1,7656548.513808942,14411738.088085657,7656548.513808942
27,URLLC,6,Satellite_1,Satellite,1,3135184.860585313,14411738.088085657,3135184.860585313
