rat_id,rat_name,rat_type,link_direction,used_bandwidth_total,used_bandwidth_urllc,used_bandwidth_embb,capacity,utilization_total,utilization_urllc,utilization_embb,connected_urllc_count,connected_embb_count
0,6G_1,6G,uplink,192423511.19359654,54192424.223841414,138231086.9697551,300000000.0,0.6414117039786551,0.18064141407947137,0.4607702898991837,19,59
1,6G_2,6G,uplink,187890311.0737961,47138423.508885846,140751887.56491026,300000000.0,0.6263010369126536,0.1571280783629528,0.46917295854970087,16,61
2,WiFi_1,WiFi,uplink,42200148.384514906,7644771.186731392,34555377.197783515,160000000.0,0.26375092740321815,0.0477798199170712,0.21597110748614698,7,29
3,WiFi_2,WiFi,uplink,49798242.93198235,9995255.962627424,39802986.96935493,160000000.0,0.3112390183248897,0.0624703497664214,0.2487686685584683,9,31
4,WiFi_3,WiFi,uplink,48185273.0759235,13880809.362663027,34304463.71326048,160000000.0,0.3011579567245219,0.08675505851664392,0.214402898207878,9,30
5,WiFi_4,WiFi,uplink,51239402.90842,14362864.51285708,36876538.39556292,160000000.0,0.32024626817762497,0.08976790320535674,0.23047836497226823,9,30
6,Satellite_1,Satellite,uplink,18401217.196193498,8852368.096091282,9548849.100102216,20000000.0,0.9200608598096749,0.4426184048045641,0.4774424550051108,57,61
7,Satellite_2,Satellite,uplink,16984352.113900974,8420994.50395328,8563357.609947694,20000000.0,0.8492176056950487,0.421049725197664,0.42816788049738475,54,59
8,Satellite_1_down,Satellite,downlink,9873024.863606852,0.0,9873024.863606852,10000000.0,0.9873024863606852,0.0,0.9873024863606852,0,61
9,Satellite_2_down,Satellite,downlink,9786162.848370412,0.0,9786162.848370412,10000000.0,0.9786162848370412,0.0,0.9786162848370412,0,59
