User,TaskType,Selected_BS_List,CommDelay_s,CloudCompletion_SPTF_s,TotalDelay_s,Deadline_s
1,eMBB,6G_1 + WiFi_4,0.015566,0.4299961285714285,0.4455621285714285,2.0
2,eMBB,6G_1 + WiFi_4,0.013935466666666667,0.2880091499999999,0.30194461666666655,2.0
3,eMBB,6G_2 + WiFi_2,0.012108133333333333,0.1360565014285714,0.14816463476190472,2.0
4,eMBB,6G_2 + WiFi_2,0.015385333333333334,0.3971224242857142,0.41250775761904757,2.0
5,eMBB,6G_1 + WiFi_4,0.0107688,0.02610172714285714,0.03687052714285714,2.0
6,eMBB,6G_1 + WiFi_1,0.0133464,0.2396483099999999,0.2529947099999999,2.0
7,eMBB,6G_2 + WiFi_2,0.016490533333333335,0.5202439157142856,0.5367344490476189,2.0
8,eMBB,6G_2 + WiFi_2,0.0116912,0.09788898428571427,0.10958018428571427,2.0
9,eMBB,6G_1 + WiFi_1,0.015475333333333334,0.41350546285714274,0.4289807961904761,2.0
10,eMBB,6G_1 + WiFi_4,0.013113066666666666,0.22090082142857134,0.23401388809523802,2.0
11,eMBB,6G_2 + WiFi_1,0.014088533333333333,0.30292694142857135,0.31701547476190467,2.0
12,eMBB,6G_1 + WiFi_3,0.015526533333333334,0.41899520142857133,0.43452173476190464,2.0
13,eMBB,6G_2 + WiFi_2,0.016146,0.5029578557142856,0.5191038557142856,2.0
14,eMBB,6G_1 + WiFi_1,0.014072533333333333,0.2979456385714285,0.31201817190476183,2.0
15,eMBB,6G_1 + WiFi_3,0.012109333333333333,0.14033801571428567,0.152447349047619,2.0
16,eMBB,6G_2 + WiFi_1,0.0122716,0.14898203571428567,0.16125363571428566,2.0
17,eMBB,6G_2 + WiFi_2,0.015976,0.48019233428571423,0.4961683342857142,2.0
18,eMBB,6G_1 + WiFi_1,0.0170468,0.5739278442857143,0.5909746442857143,2.0
19,eMBB,6G_2 + WiFi_2,0.010961733333333333,0.03765978857142857,0.048621521904761905,2.0
20,eMBB,6G_2 + WiFi_1,0.0105572,0.014756044285714285,0.025313244285714284,2.0
21,eMBB,6G_1 + WiFi_1,0.011940266666666666,0.11047471285714285,0.12241497952380952,2.0
22,eMBB,6G_1 + WiFi_3,0.016190133333333332,0.5086822242857142,0.5248723576190475,2.0
23,eMBB,6G_2 + WiFi_3,0.0167308,0.5379185742857142,0.5546493742857143,2.0
24,eMBB,6G_2 + WiFi_2,0.012381733333333334,0.16207690714285708,0.17445864047619042,2.0
25,eMBB,6G_1 + WiFi_1,0.012445466666666667,0.1664772685714285,0.17892273523809515,2.0
26,eMBB,6G_2 + WiFi_3,0.013240533333333334,0.2302354842857142,0.24347601761904752,2.0
27,eMBB,6G_1 + WiFi_4,0.0161408,0.4972490914285714,0.5133898914285714,2.0
28,eMBB,6G_1 + WiFi_4,0.015627466666666666,0.4410322714285714,0.456659738095238,2.0
29,eMBB,6G_1 + WiFi_4,0.011947733333333333,0.11469908999999999,0.12664682333333332,2.0
30,eMBB,6G_2 + WiFi_3,0.0151172,0.3701296028571428,0.3852468028571428,2.0
31,eMBB,6G_2 + WiFi_4,0.016904,0.5498696657142856,0.5667736657142857,2.0
32,eMBB,6G_1 + WiFi_3,0.0112108,0.05731982142857143,0.06853062142857143,2.0
33,eMBB,6G_2 + WiFi_3,0.013439466666666667,0.24440012142857132,0.257839588095238,2.0
34,eMBB,6G_1 + WiFi_3,0.012176133333333334,0.14464314857142851,0.15681928190476185,2.0
35,eMBB,6G_2 + WiFi_4,0.012931066666666666,0.2070578399999999,0.21998890666666657,2.0
36,eMBB,6G_2 + WiFi_4,0.0165296,0.5260883099999999,0.5426179099999999,2.0
37,eMBB,6G_1 + WiFi_3,0.012005066666666666,0.11894373857142856,0.13094880523809524,2.0
38,eMBB,6G_2 + WiFi_2,0.011033733333333334,0.04543878428571429,0.05647251761904762,2.0
39,eMBB,6G_1 + WiFi_1,0.0162092,0.5144133342857142,0.5306225342857143,2.0
40,eMBB,6G_2 + WiFi_2,0.0111996,0.053356002857142856,0.06455560285714286,2.0
41,eMBB,sat1,0.08605810863294536,0.007318598571428572,0.09337670720437392,2.0
42,eMBB,sat2,0.12228235330293649,0.3079342199999999,0.4302165733029364,2.0
43,eMBB,sat1,0.11239461414993368,0.2491886099999999,0.3615832241499336,2.0
