seed,urllc_outage_ratio,average_embb_delay
0,0.2222222222222222,0.1816130771770551
1,0.2222222222222222,0.1875932685102299
2,0.2222222222222222,0.1686042275235092
3,0.2111111111111111,0.3001209231868104
4,0.2555555555555555,0.1483689663001359
5,0.2333333333333333,0.1687403400015278
6,0.2222222222222222,0.2961358351002945
7,0.2111111111111111,0.2870824211167558
8,0.2111111111111111,0.2874897672970741
9,0.2333333333333333,0.2417775403352115
average,0.22444444444444445,0.2267526366548604
