seed,urllc_outage_ratio,average_embb_delay
0,0.3222222222222222,0.1111572610904774
1,0.3111111111111111,0.1084119847871233
2,0.3333333333333333,0.0927463843675734
3,0.3,0.0832102585412086
4,0.3,0.0867957009895703
5,0.3222222222222222,0.1027229478335864
6,0.3444444444444444,0.1601433431833027
7,0.3,0.1007078203499014
8,0.3222222222222222,0.0861222683962022
9,0.3777777777777777,0.2009066292762866
average,0.3233333333333333,0.11329245988152323
