user_id,user_type,selection_reason,communication_delay,queue_delay,processing_delay,total_delay,deadline,violation,bottleneck_reason
57,URLLC,outage,0.0006965835653842198,2.0,1.056e-05,2.0,0.0044237573023945,1.9955762426976056,urlLC_outage
58,URLLC,outage,0.0014985835653842199,2.0,1.4784e-05,2.0,0.0034234906114467,1.9965765093885532,urlLC_outage
59,URLLC,outage,0.0009645835653842198,2.0,1.947e-05,2.0,0.0031036131023761,1.996896386897624,urlLC_outage
119,eMBB,top_20_percent_delay,0.0131875075416651,0.03694671028540818,0.004693307142857143,0.30126180686382087,2.0,0.0,queue_delay
118,eMBB,top_20_percent_delay,0.012529732972897754,0.030973144571122463,0.003981544285714286,0.29527546543524946,2.0,0.0,queue_delay
117,eMBB,top_20_percent_delay,0.010254984006677995,0.025017445999693893,0.0040112914285714285,0.28930189972096376,2.0,0.0,queue_delay
116,eMBB,top_20_percent_delay,0.014188764476060317,0.019081594571122466,0.004410874285714286,0.2833462011495352,2.0,0.0,queue_delay
115,eMBB,top_20_percent_delay,0.016123432100073245,0.013151494571122465,0.005820351428571429,0.27741034972096373,2.0,0.0,communication_delay
114,eMBB,top_20_percent_delay,0.020742075496762408,0.007280841713979607,0.00480018,0.2714802497209637,2.0,0.0,communication_delay
113,eMBB,top_20_percent_delay,0.013297328752471823,0.001460490285408178,0.004417662857142857,0.26560959686382085,2.0,0.0,communication_delay
112,eMBB,top_20_percent_delay,0.015840138509618393,0.02127150242202141,0.004539385714285714,0.25978924543524945,2.0,0.0,queue_delay
111,eMBB,top_20_percent_delay,0.03163283121008435,0.015741786707735694,0.005448535714285714,0.25405408114953515,2.0,0.0,communication_delay
110,eMBB,top_20_percent_delay,0.014985994023204274,0.010290658136307123,0.004684067142857143,0.24852436543524944,2.0,0.0,communication_delay
109,eMBB,top_20_percent_delay,0.019349168051177347,0.005027393850592837,0.0059301,0.24307323686382087,2.0,0.0,communication_delay
108,eMBB,top_20_percent_delay,0.029049342503267746,0.0019464142780212246,0.004833698571428571,0.2378099725781066,2.0,0.0,communication_delay
