rat_id,rat_name,rat_type,link_direction,used_bandwidth_total,used_bandwidth_urllc,used_bandwidth_embb,capacity,utilization_total,utilization_urllc,utilization_embb,connected_urllc_count,connected_embb_count
0,6G_1,6G,uplink,93629289.84735581,46555234.1399919,47074055.7073639,300000000.0,0.31209763282451936,0.15518411379997302,0.15691351902454634,19,21
1,6G_2,6G,uplink,104718525.29277116,57051009.54081898,47667515.75195217,300000000.0,0.34906175097590386,0.19017003180272993,0.1588917191731739,18,19
2,WiFi_1,WiFi,uplink,12374143.794040252,0.0,12374143.794040252,160000000.0,0.07733839871275157,0.0,0.07733839871275157,0,12
3,WiFi_2,WiFi,uplink,16318354.764682718,3285841.5543177007,13032513.210365018,160000000.0,0.10198971727926699,0.02053650971448563,0.08145320756478136,2,10
4,WiFi_3,WiFi,uplink,15658476.796055213,0.0,15658476.796055213,160000000.0,0.09786547997534507,0.0,0.09786547997534507,0,10
5,WiFi_4,WiFi,uplink,12260303.360278342,1318421.876649795,10941881.483628547,160000000.0,0.07662689600173964,0.00824013672906122,0.06838675927267841,1,8
6,Satellite_1,Satellite,uplink,6795339.476450882,2449866.92048138,4345472.555969502,20000000.0,0.3397669738225441,0.122493346024069,0.2172736277984751,9,13
7,Satellite_2,Satellite,uplink,7502958.065179809,3030204.772874293,4472753.292305516,20000000.0,0.37514790325899044,0.15151023864371466,0.22363766461527582,11,15
8,Satellite_1_down,Satellite,downlink,4746475.278335191,0.0,4746475.278335191,10000000.0,0.47464752783351916,0.0,0.47464752783351916,0,13
9,Satellite_2_down,Satellite,downlink,6435498.657571722,0.0,6435498.657571722,10000000.0,0.6435498657571722,0.0,0.6435498657571722,0,15
