seed,urllc_outage_ratio,average_embb_delay
0,0.0,0.2074475018095238
1,0.0,0.20709743221066038
2,0.0,0.20743070278158904
3,0.0,0.20680498090476185
4,0.0,0.20688068671428575
average,0.0,0.2071322608841642
