User,TaskType,Selected_BS,CommDelay_s,Deadline_s,CPU_Time_s,Residual_Deadline_for_MH_s,OnTime_Under_MH
1,URLLC,6G_2,0.0028013999999999995,0.0047590363067349,2.2968e-05,0.0019576363067349005,1
2,URLLC,6G_1,0.0021090999999999996,0.0047072886448858,1.7292e-05,0.0025981886448858,1
3,URLLC,WiFi_1,0.0009139200001451075,0.0035578852755747,6.732e-06,0.0026439652754295926,1
4,URLLC,6G_2,0.0017629499999999999,0.0049129421303329,1.4454e-05,0.0031499921303328998,1
5,URLLC,6G_1,0.002288118613905364,0.0048256764270808,1.8348e-05,0.0025375578131754356,1
6,URLLC,6G_1,0.0016422322763091535,0.0033074709849754,1.3464e-05,0.0016652387086662467,1
7,URLLC,6G_2,0.0018917499999999998,0.0047776986098274,1.551e-05,0.0028859486098274,1
8,URLLC,WiFi_3,0.0026107200109213575,0.0033784426946582,2.1978e-05,0.0007677226837368425,1
9,URLLC,6G_2,0.0029430433650767685,0.0034648773805281,2.3496e-05,0.0005218340154513313,1
10,URLLC,6G_1,0.003196142800557436,0.0047368827469484,2.6202e-05,0.0015407399463909645,1
11,URLLC,6G_2,0.002648450000000016,0.0042481091519258,2.1714e-05,0.0015996591519257838,1
12,URLLC,6G_1,0.0016985499999999998,0.0039009236097047,1.3926e-05,0.0022023736097047004,1
13,URLLC,6G_1,0.0016099999999999999,0.0036427320753043,1.32e-05,0.0020327320753043003,1
14,URLLC,6G_1,0.002236427746559396,0.0041835417511216,1.815e-05,0.0019471140045622037,1
15,URLLC,WiFi_2,0.00106624,0.0034892773401196,7.854e-06,0.0024230373401196,1
16,URLLC,6G_1,0.0024713499999999998,0.0042533746114336,2.0262e-05,0.0017820246114336,1
17,URLLC,WiFi_1,0.0009318402368828792,0.0048321114759365,6.864e-06,0.003900271239053621,1
18,URLLC,WiFi_1,0.0010125287058394274,0.0037140233219555,7.458e-06,0.0027014946161160727,1
19,URLLC,WiFi_2,0.00111104,0.0039865617706313,8.184e-06,0.0028755217706313,1
20,URLLC,6G_2,0.00239085000001187,0.0040645657764013,1.9602e-05,0.0016737157763894298,1
21,URLLC,6G_1,0.0018273499999999997,0.0032201680614912,1.4982e-05,0.0013928180614912002,1
22,URLLC,WiFi_4,0.0028615999999999997,0.0049963938638081,2.409e-05,0.0021347938638081,1
23,URLLC,6G_1,0.002712850000021846,0.0049817761690043,2.2242e-05,0.0022689261689824544,1
24,URLLC,WiFi_2,0.0013260809196085001,0.0030635444016188,9.768e-06,0.0017374634820102998,1
25,URLLC,WiFi_1,0.0011648,0.0035495705436404,8.58e-06,0.0023847705436404005,1
26,URLLC,6G_1,0.002592100000449913,0.0043374564104477,2.1252e-05,0.001745356409997787,1
27,URLLC,WiFi_4,0.002893724035324307,0.0032495595006472,2.4354e-05,0.0003558354653228927,1
28,URLLC,WiFi_1,0.00159488,0.0046310444155658,1.1748e-05,0.0030361644155657997,1
29,URLLC,WiFi_4,0.0022108799999999997,0.0044556683553756,1.8612e-05,0.0022447883553756,1
30,URLLC,WiFi_3,0.0029870399999999994,0.0040916627762187,2.5146e-05,0.0011046227762187004,1
31,URLLC,6G_1,0.0020933824146977635,0.0036243544699966,1.716e-05,0.0015309720552988365,1
32,URLLC,WiFi_2,0.0013977600000505354,0.0042065865264962,1.0296e-05,0.0028088265264456643,1
33,URLLC,WiFi_1,0.00106624,0.0032925030481136,7.854e-06,0.0022262630481136,1
34,URLLC,WiFi_4,0.0014974400000001636,0.0047005582832061,1.2606e-05,0.003203118283205936,1
35,URLLC,WiFi_2,0.00131712,0.0030643515193144,9.702e-06,0.0017472315193144,1
36,URLLC,WiFi_2,0.0008960000004167188,0.0036534416240429,6.6e-06,0.0027574416236261813,1
37,URLLC,6G_2,0.003088767127299998,0.0044210857470301,2.5212e-05,0.0013323186197301022,1
38,URLLC,WiFi_2,0.0012185600091493937,0.004139619581299,8.976e-06,0.0029210595721496065,1
39,URLLC,WiFi_3,0.0016307199999999998,0.0033332646181645,1.3728e-05,0.0017025446181645001,1
40,URLLC,WiFi_3,0.0021481599999999997,0.0032960741355182,1.8084e-05,0.0011479141355182003,1
41,URLLC,WiFi_1,0.00102144,0.0048048712644883,7.524e-06,0.0037834312644882996,1
42,URLLC,6G_2,0.001682514358526249,0.0033324655378838,1.3794e-05,0.0016499511793575511,1
43,URLLC,WiFi_3,0.00261856,0.0044041603967254,2.2044e-05,0.0017856003967254,1
44,URLLC,6G_1,0.0028909899021115093,0.0043894176159761,2.3364e-05,0.0014984277138645904,1
45,URLLC,WiFi_2,0.0010149869448692172,0.0033384998360469,7.458e-06,0.0023235128911776827,1
46,URLLC,6G_1,0.00256795,0.0031863046323758,2.1054e-05,0.0006183546323758004,1
47,URLLC,6G_1,0.0018675999999999999,0.0045166764547874,1.5312e-05,0.0026490764547874007,1
48,URLLC,WiFi_3,0.0029164799999999995,0.0037805426495323,2.4552e-05,0.0008640626495323004,1
49,URLLC,WiFi_4,0.0017953599999999998,0.0049757062395485,1.5114e-05,0.0031803462395485,1
50,URLLC,WiFi_1,0.001645277848533481,0.0041705818215333,1.1682e-05,0.002525303972999819,1
51,URLLC,sat2,0.004652549321542502,0.003446801594465,1.947e-05,-0.0012057477270775016,0
52,URLLC,sat1,0.0038160399161053108,0.0045665019271435,1.2936e-05,0.0007504620110381889,1
53,URLLC,sat2,0.003173890302605681,0.0033584900608407,1.2804e-05,0.00018459975823501918,1
54,URLLC,sat2,0.005402439812896387,0.0046929519121869,2.1714e-05,-0.000709487900709487,0
55,URLLC,sat1,0.002967669904638727,0.0043821917400277,1.3596e-05,0.0014145218353889735,1
56,URLLC,sat2,0.006952594484098636,0.0036183662798109,2.4156e-05,-0.0033342282042877354,0
57,URLLC,sat2,0.004375378488403085,0.0031963333346821,1.8414e-05,-0.0011790451537209853,0
58,URLLC,sat1,0.003661592623842798,0.0035824673425809,1.5972e-05,-7.912528126189809e-05,0
59,URLLC,sat1,0.005846911866356521,0.0032195484936894,2.4684e-05,-0.002627363372667121,0
60,URLLC,sat1,0.008795200487966963,0.0047090735699176,2.3298e-05,-0.004086126918049363,0
61,URLLC,sat2,0.0032286543144228155,0.003082947347002,1.221e-05,-0.00014570696742081555,0
62,URLLC,sat1,0.006454181448620441,0.0033465379147983,2.3826e-05,-0.0031076435338221408,0
63,URLLC,sat1,0.0038570951482891345,0.0048099973205844,1.3266e-05,0.0009529021722952656,1
64,URLLC,sat1,0.001659913879994371,0.0049881303008187,7.59e-06,0.003328216420824329,1
65,URLLC,sat2,0.009850844280944916,0.0033426575563865,2.5872e-05,-0.006508186724558416,0
66,URLLC,sat2,0.006620986641267135,0.0035234191674154,1.2342e-05,-0.0030975674738517346,0
67,URLLC,sat1,0.0030262013924047346,0.0040127648236917,1.2408e-05,0.0009865634312869655,1
68,URLLC,sat2,0.006573882156467513,0.0030815325605661,2.2242e-05,-0.003492349595901413,0
69,URLLC,sat2,0.005247663054696297,0.0047595968904572,2.0922e-05,-0.0004880661642390968,0
70,URLLC,sat1,0.003140448780201592,0.0030378712031813,1.3134e-05,-0.00010257757702029175,0
71,URLLC,sat1,0.0030633048327856466,0.0044968911246804,1.0692e-05,0.0014335862918947533,1
72,URLLC,sat2,0.0024539243258427657,0.0037740098682542,7.194e-06,0.0013200855424114343,1
73,URLLC,sat2,0.005867534457963882,0.004152864567034,1.8348e-05,-0.0017146698909298822,0
74,URLLC,sat2,0.007945422985016255,0.0046725379961789,2.4816e-05,-0.003272884988837355,0
75,URLLC,sat2,0.002448925278522269,0.0032163123735977,1.023e-05,0.000767387095075431,1
76,URLLC,sat1,0.0044697177015596305,0.0043694359002443,1.4718e-05,-0.00010028180131533074,0
77,URLLC,sat2,0.005270528891707245,0.0043272039892354,1.32e-05,-0.0009433249024718452,0
78,URLLC,sat1,0.002745049873471831,0.0044045775480629,9.636e-06,0.0016595276745910693,1
79,URLLC,sat2,0.005017317279354606,0.0049212574431654,1.8084e-05,-9.605983618920545e-05,0
80,URLLC,sat2,0.006751681497056076,0.0030293874423093,1.0164e-05,-0.003722294054746776,0
81,URLLC,sat1,0.0027228721401068726,0.0045447274204577,1.2276e-05,0.0018218552803508275,1
82,URLLC,sat1,0.0027792198857604093,0.0030156160223422,1.2738e-05,0.00023639613658179084,1
83,URLLC,sat1,0.005832954802079676,0.0046382387800802,1.98e-05,-0.0011947160219994753,0
84,URLLC,sat1,0.006133507824445392,0.0041527828904548,2.4222e-05,-0.001980724933990592,0
85,URLLC,sat1,0.003926566522313588,0.0044312893265134,1.7688e-05,0.0005047228041998126,1
86,URLLC,sat2,0.01308961596591385,0.0039989727197953,1.7358e-05,-0.00909064324611855,0
87,URLLC,sat2,0.0037946356968971548,0.003635591396491,1.3794e-05,-0.00015904430040615493,0
88,URLLC,sat2,0.00820656922549933,0.0030516313005333,1.8282e-05,-0.005154937924966029,0
89,URLLC,sat2,0.004081114361995572,0.0042076211108614,1.3134e-05,0.00012650674886582804,1
90,URLLC,sat2,0.003744358424583381,0.0044086948691032,1.1946e-05,0.0006643364445198191,1
91,URLLC,sat2,0.0045539794585010545,0.0049383839456753,1.8876e-05,0.0003844044871742459,1
92,URLLC,sat1,0.005372022754595123,0.0033722793394911,2.4024e-05,-0.001999743415104023,0
93,URLLC,sat1,0.0034288413791607733,0.0030839898673339,1.4586e-05,-0.00034485151182687317,0
94,URLLC,sat2,0.009328825357740206,0.0032389836539263,2.1714e-05,-0.006089841703813907,0
95,URLLC,sat1,0.004516813309860591,0.0033720765718824,1.5774e-05,-0.001144736737978191,0
96,URLLC,sat2,0.007933072049967982,0.0037811062244011,2.6136e-05,-0.004151965825566883,0
97,URLLC,sat1,0.004067641142633815,0.003213211733456,1.65e-05,-0.0008544294091778148,0
98,URLLC,sat2,0.0043627601851585545,0.0032286958417018,1.1616e-05,-0.0011340643434567545,0
99,URLLC,sat1,0.006587519781587765,0.0033420411650134,1.5048e-05,-0.003245478616574365,0
100,URLLC,sat1,0.00527191843277897,0.0030216761063092,2.4156e-05,-0.00225024232646977,0
101,URLLC,6G_1,0.00092575,0.0039299111200929,7.59e-06,0.0030041611200929005,1
102,URLLC,6G_2,0.0015588558464869643,0.0036236477353143,1.2672e-05,0.002064791888827336,1
103,URLLC,6G_1,0.0015916126906648275,0.0042184634072351,1.1946e-05,0.0026268507165702728,1
104,URLLC,6G_2,0.0018676001350601307,0.0038500284512605,1.5312e-05,0.0019824283162003693,1
