User,TaskType,Selected_BS_List,CommDelay_s,CloudCompletion_SPTF_s,TotalDelay_s,Deadline_s
1,eMBB,6G_2 + WiFi_2,0.9139866043955952,0.6383720828571428,1.552358687252738,2.0
2,eMBB,6G_2 + WiFi_3,1.9435581906208415,0.5210355857142857,2.464593776335127,2.0
3,eMBB,6G_1 + WiFi_3,0.7846053536368383,0.32706215142857137,1.1116675050654097,2.0
4,eMBB,6G_1 + WiFi_3,0.6053518332607413,0.010919087142857144,0.6162709204035984,2.0
5,eMBB,6G_1 + WiFi_2,0.7980885376312022,0.3470373342857142,1.1451258719169164,2.0
6,eMBB,6G_1 + WiFi_4,0.9177464633595537,0.655663847142857,1.5734103105024106,2.0
7,eMBB,6G_1 + WiFi_3,0.6630402018404624,0.1171220442857143,0.7801622461261767,2.0
8,eMBB,6G_2 + WiFi_4,0.7757932567018446,0.3123096428571428,1.0881028995589874,2.0
9,eMBB,6G_1 + WiFi_1,0.8908425026639942,0.5930079728571429,1.483850475521137,2.0
10,eMBB,6G_2 + WiFi_2,0.8826225732405023,0.5595132085714286,1.442135781811931,2.0
11,eMBB,6G_1 + WiFi_3,0.7153872229031648,0.19480456285714287,0.9101917857603077,2.0
12,eMBB,6G_1 + WiFi_3,0.6431775000007229,0.08839611,0.731573610000723,2.0
13,eMBB,6G_1 + WiFi_1,0.8380125000000002,0.42947006142857147,1.2674825614285716,2.0
14,eMBB,6G_2 + WiFi_2,0.959122500002231,0.7329337714285714,1.6920562714308023,2.0
15,eMBB,6G_1 + WiFi_3,0.6632850000000062,0.1212912642857143,0.7845762642857206,2.0
16,eMBB,6G_2 + WiFi_1,0.8602927748127408,0.48298036285714285,1.3432731376698837,2.0
17,eMBB,6G_2 + WiFi_3,0.8834512356198891,0.54845175,1.4319029856198893,2.0
18,eMBB,6G_2 + WiFi_1,0.9253393442951299,0.6211840328571427,1.5465233771522726,2.0
19,eMBB,6G_1 + WiFi_1,0.6277006802244153,0.056401997142857145,0.6841026773672724,2.0
20,eMBB,6G_1 + WiFi_3,0.6465920996809368,0.09652061571428572,0.7431127153952225,2.0
21,eMBB,6G_1 + WiFi_3,0.7632554965906994,0.2880183428571428,1.051273839447842,2.0
22,eMBB,6G_1 + WiFi_3,0.9283412425737216,0.6672939899999999,1.5956352325737215,2.0
23,eMBB,6G_2 + WiFi_4,0.8897449338940566,0.24058414285714286,1.1303290767511995,2.0
24,eMBB,6G_1 + WiFi_4,0.7754625000000002,0.3074332328571428,1.082895732857143,2.0
25,eMBB,6G_2 + WiFi_2,0.8833260216709683,0.46676911285714284,1.3500951345281111,2.0
26,eMBB,6G_1 + WiFi_4,0.759659476538901,0.1992960042857143,0.9589554808246152,2.0
27,eMBB,6G_1 + WiFi_1,0.6148650000000001,0.04472136428571429,0.6595863642857144,2.0
28,eMBB,6G_2 + WiFi_4,0.8425554084868384,0.4347455828571429,1.2773009913439812,2.0
29,eMBB,6G_1 + WiFi_3,0.9126676439476573,0.6042297642857143,1.5168974082333717,2.0
30,eMBB,6G_2 + WiFi_3,0.7128734695072977,0.16390213714285717,0.8767756066501549,2.0
31,eMBB,6G_2 + WiFi_2,1.0781961530751678,0.15959045142857145,1.2377866045037393,2.0
32,eMBB,6G_1 + WiFi_2,0.7957425000000001,0.33701561142857134,1.1327581114285714,2.0
33,eMBB,6G_2 + WiFi_4,0.7169700043369621,0.20380267285714287,0.9207726771941049,2.0
34,eMBB,6G_2 + WiFi_2,0.8915235979718655,0.5874083914285715,1.478931989400437,2.0
35,eMBB,6G_2 + WiFi_4,0.8251597981251224,0.37743773571428574,1.2025975338394082,2.0
36,eMBB,6G_2 + WiFi_2,0.7183036026115999,0.18584737285714287,0.9041509754687427,2.0
37,eMBB,6G_2 + WiFi_3,0.799882887978549,0.3570788571428571,1.156961745121406,2.0
38,eMBB,6G_1 + WiFi_3,0.7576245306290386,0.26890205571428566,1.0265265863433242,2.0
39,eMBB,6G_2 + WiFi_2,0.9565035246034478,0.7088700771428571,1.665373601746305,2.0
40,eMBB,6G_1 + WiFi_1,0.6860475000000001,0.16821443571428574,0.8542619357142859,2.0
41,eMBB,6G_1 + WiFi_4,0.6613665943880005,0.08435328,0.7457198743880005,2.0
42,eMBB,6G_1 + WiFi_2,0.8440349868755251,0.42420255428571435,1.2682375411612394,2.0
43,eMBB,6G_2 + WiFi_4,0.9896894451811512,0.6790620257142856,1.6687514708954367,2.0
44,eMBB,6G_1 + WiFi_4,1.018855781680062,0.34202392714285706,1.3608797088229192,2.0
45,eMBB,6G_2 + WiFi_2,0.7884293661640069,0.33201380142857134,1.1204431675925783,2.0
46,eMBB,6G_1 + WiFi_4,0.6780784587848091,0.02564675142857143,0.7037252102133805,2.0
47,eMBB,6G_1 + WiFi_1,0.6022978022512231,0.0036249557142857144,0.6059227579655088,2.0
48,eMBB,6G_2 + WiFi_3,0.7027375421733358,0.04858783285714286,0.7513253750304787,2.0
49,eMBB,6G_1 + WiFi_1,0.826338030640588,0.4033466957142857,1.2296847263548738,2.0
50,eMBB,6G_1 + WiFi_3,0.8836035637326028,0.5539652957142858,1.4375688594468885,2.0
51,eMBB,sat1,2.636356945335389,0.2266572942857143,2.863014239621103,2.0
52,eMBB,sat1,2.0704884984719754,0.1297230942857143,2.2002115927576895,2.0
53,eMBB,sat1,3.438175282540074,0.3825972385714286,3.8207725211115027,2.0
54,eMBB,sat1,2.465857346334124,0.2546470928571428,2.7205044391912665,2.0
55,eMBB,sat2,2.2378402103519925,0.14669692714285718,2.3845371374948496,2.0
56,eMBB,sat2,3.0158591001971526,0.4453466914285714,3.461205791625724,2.0
57,eMBB,sat2,2.894273637147163,0.6614595899999999,3.555733227147163,2.0
58,eMBB,sat1,2.1889931005027505,0.09245770285714286,2.2814508033598933,2.0
59,eMBB,sat1,2.9647021331094416,0.4400333142857143,3.404735447395156,2.0
60,eMBB,sat1,3.005098726828718,0.4721655557142857,3.4772642825430036,2.0
61,eMBB,sat2,3.917522522595621,0.18139308,4.098915602595621,2.0
62,eMBB,sat2,2.2721807789978397,0.21287017714285714,2.4850509561406966,2.0
63,eMBB,sat1,4.426913747531673,0.03702232285714286,4.463936070388816,2.0
64,eMBB,sat2,2.913535867322648,0.6909184071428571,3.604454274465505,2.0
65,eMBB,sat2,1.9489352486727018,0.06830637,2.017241618672702,2.0
