seed,urllc_outage_ratio,average_embb_delay
0,0.1333333333333333,0.1421220501666666
1,0.1,0.1409612021927906
2,0.05,0.1408809080237547
3,0.0833333333333333,0.1418246013437626
4,0.1166666666666666,0.1423059390979745
5,0.1166666666666666,0.140882725642163
6,0.1,0.1419797510297983
7,0.1333333333333333,0.1420627097808764
8,0.0833333333333333,0.1411816435116609
9,0.1166666666666666,0.1417328529285714
average,0.1033333333333333,0.1415934383718019
